<tab:top_clus_rec_year_firstlast>
          32605.5176	              0.0346
          31006.9707	              0.0330
          28167.5488	              0.0299
          22643.3945	              0.0242
          14310.1260	              0.0152
          10916.4824	              0.0116
          10850.2344	              0.0115
          10628.6143	              0.0113
           9962.6348	              0.0105
           9799.3379	              0.0104
