<tab:top_clus_rec_year>
          32473.4316	              0.0347
          30947.8652	              0.0331
          28003.5293	              0.0298
          22572.8945	              0.0243
          14261.2979	              0.0152
          10866.6016	              0.0116
          10813.5225	              0.0115
          10552.3564	              0.0112
           9913.3496	              0.0105
           9749.6436	              0.0104
