<tab:top_clus_year_firstlast>
          20542.8164	              0.0378
          19448.3516	              0.0322
          18436.8320	              0.0386
          14433.0010	              0.0244
           9490.1689	              0.0168
           7351.7324	              0.0149
           7161.0825	              0.0130
           6979.5488	              0.0106
           6790.3008	              0.0098
           6732.5415	              0.0107
