<tab:top_us_state_dis>
            675.8172	             10.1505	             10.1505
            550.1032	              8.2623	             18.4127
            426.5798	              6.4070	             24.8198
            335.5092	              5.0392	             29.8590
            236.5262	              3.5525	             33.4115
            171.3299	              2.5733	             35.9848
            166.5144	              2.5010	             38.4857
            136.3147	              2.0474	             40.5331
            108.6201	              1.6314	             42.1645
            108.1277	              1.6240	             43.7886
             96.2289	              1.4453	             45.2339
             89.2844	              1.3410	             46.5749
             46.3177	              0.6957	             47.2706
             45.7482	              0.6871	             47.9577
             34.6561	              0.5205	             48.4782
             31.0970	              0.4671	             48.9453
             29.5260	              0.4435	             49.3887
             27.2058	              0.4086	             49.7973
             25.8026	              0.3875	             50.1849
             24.3286	              0.3654	             50.5503
                   .	           6658.0000	                   .
