<tab:mvr_stats_year_second>
              1.4844	              1.5053
              3.6322	              0.6721
           7369.7448	           7570.5391
              0.3749	              2.1357
              0.5938	              3.5354
              3.8453	              3.3724
              3.5681	              0.5605
           7571.8188	           6166.7532
              0.4700	              1.2850
              2.1304	              9.9285
              4.4742	              3.8087
              3.5518	              0.5488
           7418.0715	           6074.9639
              0.5132	              1.3745
              2.4306	              8.3083
