<tab:stat_year_firstlast>
              2.0437	              2.6547
              1.9737	              0.1363
           6334.2311	           6481.4071
              0.7351	              3.6086
              1.6713	              9.5066
              0.1748	              0.5836
              1.5135	              1.6626
              1.9767	              0.1371
           6462.7435	           6739.1288
              0.7160	              3.7292
              1.1680	              7.2908
              4.9567	              4.5334
              1.9570	              0.1303
           5628.1184	           4764.3785
              0.8400	              2.8549
              4.4366	             16.9072
              4.0465	              3.6430
              1.9596	              0.1320
           5712.4361	           4902.5937
              0.8322	              2.8931
              3.5832	             15.0088
             72.4033	             73.3374
           6056.2879	           6730.0284
              0.8084	              3.8224
            125.3916	            886.6717
