<tab:if_comb_cns_all>
             51.3370	             51.3370
              9.6936	             61.0307
              9.1339	             70.1646
              7.2183	             77.3829
              2.2748	             79.6576
              2.2576	             81.9152
              2.0045	             83.9197
              1.7805	             85.7002
              1.5978	             87.2981
              1.4911	             88.7892
              1.4246	             90.2138
              1.2355	             91.4493
              0.8889	             92.3382
              0.7736	             93.1118
              0.7413	             93.8531
              0.7333	             94.5864
              0.7155	             95.3019
              0.4767	             95.7787
              0.4588	             96.2375
              0.4337	             96.6712
              9.9418	              9.9418
              6.9188	             16.8606
              6.7875	             23.6481
              4.2278	             27.8759
              3.9703	             31.8462
              2.9088	             34.7550
              2.7993	             37.5543
              2.1850	             39.7393
              2.0387	             41.7779
              1.9770	             43.7549
              1.6993	             45.4542
              1.6025	             47.0567
              1.5375	             48.5943
              1.5215	             50.1157
              1.2642	             51.3799
              1.0847	             52.4646
              1.0680	             53.5327
              1.0641	             54.5968
              1.0519	             55.6486
              0.9841	             56.6327
