id,which_concept,concept_id,term,level,score
W1510728509,1,C2777449187,Hyperventilation,2,0.8916841
W1510728509,2,C71924100,Medicine,0,0.7890504
W1510728509,3,C160146798,Psychogenic disease,2,0.6308195
W1510728509,4,C2781063116,Respiratory alkalosis,3,0.47941038
W1510728509,5,C42219234,Anesthesia,1,0.42118537
W1510728509,6,C2779302386,Anger,2,0.41316125
W1510728509,7,C126322002,Internal medicine,1,0.35362178
W1510728509,8,C118552586,Psychiatry,1,0.29218984
W1510728509,9,C2779246250,Metabolic acidosis,2,0
W2090867436,1,C71924100,Medicine,0,0.82754576
W2090867436,2,C10146269,Excretion,2,0.61914724
W2090867436,3,C77411442,Urinary system,2,0.5516138
W2090867436,4,C515207424,Amino acid,2,0.47701216
W2090867436,5,C2776608514,Cystinuria,5,0.4719899
W2090867436,6,C2780026642,Urine,2,0.4651571
W2090867436,7,C2777855551,Subject (documents),2,0.41750294
W2090867436,8,C134018914,Endocrinology,1,0.36609164
W2090867436,9,C126322002,Internal medicine,1,0.34956807
W2090867436,10,C2777608289,Cystine,4,0.29032594
W2090867436,11,C55493867,Biochemistry,1,0.2377178
W2090867436,12,C185592680,Chemistry,0,0.07327694
W2090867436,13,C161191863,Library science,1,0
W2090867436,14,C41008148,Computer science,0,0
W2090867436,15,C2779201268,Cysteine,3,0
W2090867436,16,C181199279,Enzyme,2,0
W2037522062,1,C2775843808,Streptomycin,3,0.9792564
W2037522062,2,C71924100,Medicine,0,0.80265784
W2037522062,3,C2781069245,Tuberculosis,2,0.74705446
W2037522062,4,C2777975735,Mycobacterium tuberculosis,3,0.48750493
W2037522062,5,C2776896556,Tuberculous meningitis,3,0.47675452
W2037522062,6,C501593827,Antibiotics,2,0.4708578
W2037522062,7,C89423630,Microbiology,1,0.3704391
W2037522062,8,C142724271,Pathology,1,0.18090612
W2037522062,9,C86803240,Biology,0,0.063393444
W2070862670,1,C71924100,Medicine,0,0.92007667
W2070862670,2,C2777917907,Hay fever,3,0.8438504
W2070862670,3,C2777863537,Adjuvant,2,0.58229554
W2070862670,4,C203014093,Immunology,1,0.5745071
W2070862670,5,C2779351315,Freund's adjuvant,3,0.5709552
W2070862670,6,C106191032,Hay,2,0.47704428
W2070862670,7,C207480886,Allergy,2,0.2218768
W2070862670,8,C140793950,Animal science,1,0.052076608
W2070862670,9,C86803240,Biology,0,0
W1483894610,1,C71924100,Medicine,0,0.91251224
W1483894610,2,C2779304628,Face (sociological concept),2,0.48185098
W1483894610,3,C144024400,Sociology,0,0
W1483894610,4,C36289849,Social science,1,0
W2065329753,1,C71924100,Medicine,0,0.80909765
W2065329753,2,C159047783,Virology,1,0.6662432
W2065329753,3,C32022120,Interference (communication),3,0.5551948
W2065329753,4,C2909928835,Viral Interference,4,0.46125472
W2065329753,5,C2781416681,Orthomyxoviridae,4,0.44771165
W2065329753,6,C2777546802,Influenza A virus,3,0.3540581
W2065329753,7,C2522874641,Virus,2,0.31259763
W2065329753,8,C140704245,Viral replication,3,0.10035518
W2065329753,9,C127162648,Channel (broadcasting),2,0
W2065329753,10,C119599485,Electrical engineering,1,0
W2065329753,11,C127413603,Engineering,0,0
W2030858924,1,C71924100,Medicine,0,0.9392303
W2030858924,2,C2775960720,Propylthiouracil,3,0.9239782
W2030858924,3,C2776606491,Antithyroid agent,4,0.6739476
W2030858924,4,C2776652619,Graves' disease,3,0.4089165
W2030858924,5,C134018914,Endocrinology,1,0.388321
W2030858924,6,C126322002,Internal medicine,1,0.3775788
W2030858924,7,C177713679,Intensive care medicine,1,0.36329937
W2030858924,8,C526584372,Thyroid,2,0.21325764
W2041345458,1,C71924100,Medicine,0,0.89858913
W2041345458,2,C174802600,Penicillin,3,0.84309494
W2041345458,3,C2775872228,Endocarditis,2,0.64693236
W2041345458,4,C2781396855,Subacute bacterial endocarditis,3,0.64457977
W2041345458,5,C10146269,Excretion,2,0.6063498
W2041345458,6,C501593827,Antibiotics,2,0.42759278
W2041345458,7,C126322002,Internal medicine,1,0.37644067
W2041345458,8,C89423630,Microbiology,1,0.36246574
W2041345458,9,C98274493,Pharmacology,1,0.34126666
W2041345458,10,C86803240,Biology,0,0
W2028066899,1,C71924100,Medicine,0,0.9198694
W2028066899,2,C1122143,Histamine,2,0.8357708
W2028066899,3,C2909530563,Histamine H1 Antagonists,3,0.49880505
W2028066899,4,C42219234,Anesthesia,1,0.40416452
W2028066899,5,C98274493,Pharmacology,1,0.33576572
W2050143418,1,C71924100,Medicine,0,0.9153761
W2050143418,2,C2780231208,Hemopneumothorax,3,0.8303945
W2050143418,3,C181268634,Aseptic processing,2,0.5617422
W2050143418,4,C141071460,Surgery,1,0.4674868
W2050143418,5,C2910003292,Pulmonary Infarction,3,0.4202717
W2050143418,6,C42219234,Anesthesia,1,0.3503096
W2050143418,7,C2777714996,Lung,2,0.32833067
W2050143418,8,C126322002,Internal medicine,1,0.21818307
W2050143418,9,C2778329176,Pneumothorax,2,0.11630845
W1993307570,1,C71924100,Medicine,0,0.930194
W1993307570,2,C2777943237,Diaphragmatic hernia,3,0.71574736
W1993307570,3,C25343380,Relation (database),2,0.5230809
W1993307570,4,C2779096551,Hernia,2,0.5194354
W1993307570,5,C20463939,Diaphragmatic breathing,3,0.42818367
W1993307570,6,C61434518,General surgery,1,0.38416487
W1993307570,7,C142724271,Pathology,1,0.15429285
W1993307570,8,C77088390,Database,1,0
W1993307570,9,C41008148,Computer science,0,0
W1993307570,10,C204787440,Alternative medicine,2,0
W2419274036,1,C41866144,Industrialisation,2,0.7229637
W2419274036,2,C2777855551,Subject (documents),2,0.71975076
W2419274036,3,C2777496998,Miller,2,0.69292635
W2419274036,4,C48103436,State (computer science),2,0.55558074
W2419274036,5,C18762648,Work (physics),2,0.552053
W2419274036,6,C2778348673,Production (economics),2,0.49019295
W2419274036,7,C3018868712,Late 19th century,3,0.41335598
W2419274036,8,C74909509,Gerontology,1,0.4021596
W2419274036,9,C6303427,Economic history,1,0.3866135
W2419274036,10,C95457728,History,0,0.37783298
W2419274036,11,C74916050,Classics,1,0.35478055
W2419274036,12,C144024400,Sociology,0,0.34065935
W2419274036,13,C17744445,Political science,0,0.31170422
W2419274036,14,C71924100,Medicine,0,0.308744
W2419274036,15,C199539241,Law,1,0.3023398
W2419274036,16,C161191863,Library science,1,0.15906784
W2419274036,17,C162324750,Economics,0,0.15732715
W2419274036,18,C142362112,Art,0,0.15577313
W2419274036,19,C2781291010,Period (music),2,0.108625114
W2419274036,20,C127413603,Engineering,0,0.1035282
W2419274036,21,C107038049,Aesthetics,1,0.08537987
W2419274036,22,C78519656,Mechanical engineering,1,0
W2419274036,23,C18903297,Ecology,1,0
W2419274036,24,C139719470,Macroeconomics,1,0
W2419274036,25,C11413529,Algorithm,1,0
W2419274036,26,C41008148,Computer science,0,0
W2419274036,27,C86803240,Biology,0,0
W129334649,1,C71924100,Medicine,0,0.9107009
W129334649,2,C2908647359,Population,2,0.51011926
W129334649,3,C2778425758,Angina,3,0.49649864
W129334649,4,C74909509,Gerontology,1,0.4545367
W129334649,5,C2779134260,Disease,2,0.41899267
W129334649,6,C126322002,Internal medicine,1,0.39481306
W129334649,7,C164705383,Cardiology,1,0.36482066
W129334649,8,C512399662,Family medicine,1,0.35413286
W129334649,9,C500558357,Myocardial infarction,2,0.30414844
W129334649,10,C99454951,Environmental health,1,0
W1965433572,1,C71924100,Medicine,0,0.9141488
W1965433572,2,C2777214474,Cirrhosis,2,0.7462661
W1965433572,3,C63363279,Clinical significance,2,0.49228826
W1965433572,4,C126322002,Internal medicine,1,0.42084575
W1965433572,5,C90924648,Gastroenterology,1,0.3755018
W1602852391,1,C71924100,Medicine,0,0.9394462
W1602852391,2,C2778198053,Heart failure,2,0.7830888
W1602852391,3,C2780931953,Spleen,2,0.4585147
W1602852391,4,C2778721985,Decompensation,2,0.42870867
W1602852391,5,C126322002,Internal medicine,1,0.4164251
W1602852391,6,C164705383,Cardiology,1,0.38314578
W1602852391,7,C141071460,Surgery,1,0.36921358
W1990994184,1,C71924100,Medicine,0,0.89054996
W1990994184,2,C555293320,Diabetes mellitus,2,0.66735494
W1990994184,3,C48103436,State (computer science),2,0.4738584
W1990994184,4,C177713679,Intensive care medicine,1,0.32155406
W1990994184,5,C134018914,Endocrinology,1,0.23223704
W1990994184,6,C41008148,Computer science,0,0
W1990994184,7,C11413529,Algorithm,1,0
W2023362888,1,C71924100,Medicine,0,0.84685624
W2023362888,2,C2778620579,Sickle cell anemia,3,0.5996481
W2023362888,3,C2778248108,Anemia,2,0.45364663
W2023362888,4,C203014093,Immunology,1,0.44531658
W2023362888,5,C159047783,Virology,1,0.34912935
W2023362888,6,C89423630,Microbiology,1,0.34065804
W2023362888,7,C142724271,Pathology,1,0.20611629
W2023362888,8,C2779134260,Disease,2,0.19416615
W2023362888,9,C126322002,Internal medicine,1,0.16040662
W2023362888,10,C86803240,Biology,0,0.079376996
W2066084047,1,C71924100,Medicine,0,0.8952913
W2066084047,2,C2778456037,Jaundice,2,0.8324181
W2066084047,3,C143701427,Incubation period,3,0.82061785
W2066084047,4,C25642318,Incubation,2,0.61214346
W2066084047,5,C64894306,Homologous chromosome,3,0.58034766
W2066084047,6,C2776029263,Hepatitis,2,0.49642593
W2066084047,7,C159047783,Virology,1,0.483124
W2066084047,8,C126322002,Internal medicine,1,0.28290686
W2066084047,9,C55493867,Biochemistry,1,0.09026316
W2066084047,10,C86803240,Biology,0,0.048769265
W2066084047,11,C104317684,Gene,2,0
W2083909536,1,C71924100,Medicine,0,0.91615903
W2083909536,2,C2775916456,pernicious anemia,3,0.87910223
W2083909536,3,C2992130864,Folic acid,2,0.8263469
W2083909536,4,C3017897077,Pernicious anaemia,2,0.6632503
W2083909536,5,C2778248108,Anemia,2,0.59806395
W2083909536,6,C2779750884,Vitamin B12,2,0.45550394
W2083909536,7,C3019461512,Vitamin b complex,3,0.44146866
W2083909536,8,C2780829489,Cyanocobalamin,3,0.41180718
W2083909536,9,C90924648,Gastroenterology,1,0.38709128
W2083909536,10,C126322002,Internal medicine,1,0.35232997
W2083909536,11,C187212893,Pediatrics,1,0.3358538
W1499036536,1,C71924100,Medicine,0,0.9005797
W1499036536,2,C2777917907,Hay fever,3,0.81150365
W1499036536,3,C2776042228,Asthma,2,0.66525257
W1499036536,4,C2779779143,Desensitization (medicine),3,0.6357745
W1499036536,5,C2909843257,Anaphylactic reactions,4,0.62014544
W1499036536,6,C207480886,Allergy,2,0.60127443
W1499036536,7,C2775933838,Anaphylaxis,3,0.5760292
W1499036536,8,C16005928,Dermatology,1,0.39967778
W1499036536,9,C203014093,Immunology,1,0.251608
W1499036536,10,C126322002,Internal medicine,1,0.2402527
W1499036536,11,C170493617,Receptor,2,0
W1599298874,1,C71924100,Medicine,0,0.9101596
W1599298874,2,C2781320243,Erythema multiforme,2,0.8906679
W1599298874,3,C16005928,Dermatology,1,0.7423358
W1599298874,4,C2779121184,Erythema,2,0.51351887
W1599298874,5,C2779051857,Stomatitis,2,0.5003598
W1979344538,1,C71924100,Medicine,0,0.9421569
W1979344538,2,C2778837598,Polycythemia vera,2,0.8763317
W1979344538,3,C2780007613,Bone marrow,2,0.65324205
W1979344538,4,C2776291640,Value (mathematics),2,0.4783944
W1979344538,5,C142724271,Pathology,1,0.3249605
W1979344538,6,C126322002,Internal medicine,1,0.2564463
W1979344538,7,C119857082,Machine learning,1,0
W1979344538,8,C41008148,Computer science,0,0
W2404658851,1,C538181303,Tellurium,2,0.97150123
W2404658851,2,C2986274086,Ascorbic acid,2,0.9122596
W2404658851,3,C185592680,Chemistry,0,0.52558404
W2404658851,4,C31903555,Food science,1,0.17459324
W2404658851,5,C179104552,Inorganic chemistry,1,0.14561105
W2418474599,1,C2776300020,Bromide,2,0.7696128
W2418474599,2,C2780026642,Urine,2,0.6212544
W2418474599,3,C2775849661,Narcotic,2,0.6131908
W2418474599,4,C29730261,Toxicity,2,0.55564976
W2418474599,5,C185592680,Chemistry,0,0.5082342
W2418474599,6,C516920438,Methane,2,0.46896732
W2418474599,7,C2780791683,Action (physics),2,0.44608396
W2418474599,8,C43617362,Chromatography,1,0.4175651
W2418474599,9,C107872376,Environmental chemistry,1,0.34054345
W2418474599,10,C42219234,Anesthesia,1,0.22809759
W2418474599,11,C178790620,Organic chemistry,1,0.21372902
W2418474599,12,C71924100,Medicine,0,0.20318532
W2418474599,13,C55493867,Biochemistry,1,0.12087065
W2418474599,14,C121332964,Physics,0,0
W2418474599,15,C62520636,Quantum mechanics,1,0
W2423879940,1,C2776957369,Decompression sickness,3,0.7509923
W2423879940,2,C2779480328,Decompression,2,0.4530246
W2423879940,3,C71924100,Medicine,0,0.41097003
W2423879940,4,C141071460,Surgery,1,0.24738309
W1512652707,1,C71924100,Medicine,0,0.91894054
W1512652707,2,C2776983459,Syphilis,3,0.7993978
W1512652707,3,C2777818683,Aortitis,3,0.7958131
W1512652707,4,C141071460,Surgery,1,0.39500564
W1512652707,5,C187212893,Pediatrics,1,0.3307686
W1512652707,6,C3013748606,Human immunodeficiency virus (HIV),2,0.25303584
W1512652707,7,C2779980429,Aorta,2,0.18381542
W1512652707,8,C512399662,Family medicine,1,0
W1570670013,1,C71924100,Medicine,0,0.78001535
W2429996939,1,C2778818304,Rehabilitation,2,0.7556424
W2429996939,2,C2778715743,Prosthesis,2,0.65071785
W2429996939,3,C99508421,Physical medicine and rehabilitation,1,0.4901205
W2429996939,4,C71924100,Medicine,0,0.47411683
W2429996939,5,C199343813,Dentistry,1,0.45139003
W2429996939,6,C194887381,Dental prosthesis,3,0.43585628
W2429996939,7,C1862650,Physical therapy,1,0.37877008
W2429996939,8,C29694066,Orthodontics,1,0.36240247
W2429996939,9,C141071460,Surgery,1,0.13006899
W2429996939,10,C2781411149,Implant,2,0.044832498
W2418977555,1,C2779751980,Polyethylene,2,0.6312909
W2418977555,2,C29730261,Toxicity,2,0.4558784
W2418977555,3,C126348684,Polymer science,1,0.38618842
W2418977555,4,C185592680,Chemistry,0,0.37854615
W2418977555,5,C183696295,Biochemical engineering,1,0.3455919
W2418977555,6,C178790620,Organic chemistry,1,0.30720782
W2418977555,7,C127413603,Engineering,0,0.11533862
W1502770374,1,C71924100,Medicine,0,0.82642543
W1502770374,2,C67636389,Genetic predisposition,3,0.5733369
W1502770374,3,C2777914695,Pneumonia,2,0.53095883
W1502770374,4,C2778136109,Common cold,2,0.51537937
W1502770374,5,C61511704,Incidence (geometry),2,0.45879385
W1502770374,6,C126322002,Internal medicine,1,0.29438496
W1502770374,7,C203014093,Immunology,1,0.25216746
W1502770374,8,C121332964,Physics,0,0
W1502770374,9,C2779134260,Disease,2,0
W1502770374,10,C120665830,Optics,1,0
W2073573978,1,C71924100,Medicine,0,0.9486972
W2073573978,2,C527108885,Physical examination,2,0.41315132
W2073573978,3,C126322002,Internal medicine,1,0.284034
W2213993021,1,C2777777548,Mercury (programming language),2,0.84709907
W2213993021,2,C39432304,Environmental science,0,0.5408353
W2213993021,3,C107872376,Environmental chemistry,1,0.44159424
W2213993021,4,C191897082,Metallurgy,1,0.35251018
W2213993021,5,C548081761,Waste management,1,0.3310492
W2213993021,6,C192562407,Materials science,0,0.27588525
W2213993021,7,C185592680,Chemistry,0,0.22294605
W2213993021,8,C127413603,Engineering,0,0.20755255
W2213993021,9,C41008148,Computer science,0,0.12435302
W2213993021,10,C199360897,Programming language,1,0
W2356348734,1,C2780033417,Brass,3,0.8252248
W2356348734,2,C2781087836,Foundry,2,0.77120084
W2356348734,3,C2777093003,Lead (geology),2,0.604307
W2356348734,4,C49261128,Hazard,2,0.5188483
W2356348734,5,C191897082,Metallurgy,1,0.43685055
W2356348734,6,C144133560,Business,0,0.36021978
W2356348734,7,C127413603,Engineering,0,0.3330398
W2356348734,8,C192562407,Materials science,0,0.14894679
W2356348734,9,C185592680,Chemistry,0,0.09785241
W2356348734,10,C127313418,Geology,0,0.064368814
W2356348734,11,C544778455,Copper,2,0.058789104
W2356348734,12,C178790620,Organic chemistry,1,0
W2356348734,13,C114793014,Geomorphology,1,0
W2444181183,1,C21339974,Gallon (US),2,0.96073806
W2444181183,2,C165838908,Calibration,2,0.7627145
W2444181183,3,C32236832,Bottle,2,0.71515226
W2444181183,4,C2777168092,Water bottle,3,0.5417737
W2444181183,5,C39432304,Environmental science,0,0.51903355
W2444181183,6,C9652623,Field (mathematics),2,0.43807188
W2444181183,7,C548081761,Waste management,1,0.35642523
W2444181183,8,C127413603,Engineering,0,0.29429618
W2444181183,9,C33923547,Mathematics,0,0.16872784
W2444181183,10,C105795698,Statistics,1,0.11368549
W2444181183,11,C78519656,Mechanical engineering,1,0.11017227
W2444181183,12,C202444582,Pure mathematics,1,0
W1527992257,1,C71924100,Medicine,0,0.8863162
W1527992257,2,C2778456037,Jaundice,2,0.77227855
W1527992257,3,C194409129,Hematology,2,0.57745606
W1527992257,4,C90924648,Gastroenterology,1,0.5079189
W1527992257,5,C2776175824,Hemolytic anemia,2,0.504218
W1527992257,6,C126322002,Internal medicine,1,0.47338572
W1527992257,7,C2777546739,Carcinoma,2,0.46549094
W1527992257,8,C137627325,Etiology,2,0.42826867
