id,which_concept,concept_id,term,level,score
W1787663972,1,C3019190695,Tobacco use,3,0.65474147
W1787663972,2,C99454951,Environmental health,1,0.5141816
W1787663972,3,C3020319730,Smoking epidemiology,3,0.48507205
W1787663972,4,C2908647359,Population,2,0.4390809
W1787663972,5,C71924100,Medicine,0,0.43464315
W1787663972,6,C149923435,Demography,1,0.39211473
W1787663972,7,C205649164,Geography,0,0.36492854
W1787663972,8,C144024400,Sociology,0,0.0792045
W1898153354,1,C2781429187,Brucellosis,2,0.9181466
W1898153354,2,C2777692091,Brucella melitensis,4,0.7555896
W1898153354,3,C2780767784,Brucella,3,0.63210386
W1898153354,4,C71924100,Medicine,0,0.5929196
W1898153354,5,C42972112,Veterinary medicine,1,0.5835858
W1898153354,6,C61511704,Incidence (geometry),2,0.57252085
W1898153354,7,C107130276,Epidemiology,2,0.5405819
W1898153354,8,C73878171,Direct agglutination test,4,0.49697998
W1898153354,9,C32611913,Titer,3,0.44984126
W1898153354,10,C2775992197,Raw milk,2,0.44405973
W1898153354,11,C45189115,Serology,3,0.3328968
W1898153354,12,C126322002,Internal medicine,1,0.22636235
W1898153354,13,C203014093,Immunology,1,0.18293768
W1898153354,14,C142724271,Pathology,1,0.13464129
W1898153354,15,C159654299,Antibody,2,0.1023041
W1898153354,16,C121332964,Physics,0,0
W1898153354,17,C120665830,Optics,1,0
W1480807976,1,C71924100,Medicine,0,0.8549485
W1480807976,2,C2776193436,Waist,3,0.82066673
W1480807976,3,C511355011,Obesity,2,0.7743037
W1480807976,4,C555293320,Diabetes mellitus,2,0.72755426
W1480807976,5,C33997684,Waist–hip ratio,4,0.51498014
W1480807976,6,C149923435,Demography,1,0.4323206
W1480807976,7,C187212893,Pediatrics,1,0.4001609
W1480807976,8,C99454951,Environmental health,1,0.3953316
W1480807976,9,C126322002,Internal medicine,1,0.2848116
W1480807976,10,C134018914,Endocrinology,1,0.12265563
W1480807976,11,C144024400,Sociology,0,0
W2416740207,1,C2777083390,Osteopenia,4,0.9354104
W2416740207,2,C71924100,Medicine,0,0.8397146
W2416740207,3,C4258228,Menarche,2,0.802403
W2416740207,4,C2776541429,Osteoporosis,2,0.8000531
W2416740207,5,C2780221984,Body mass index,2,0.74932265
W2416740207,6,C2776886416,Bone mineral,3,0.7326817
W2416740207,7,C2776889875,Calcaneus,2,0.61372524
W2416740207,8,C2779329777,Bone density,3,0.57319504
W2416740207,9,C187212893,Pediatrics,1,0.408242
W2416740207,10,C1862650,Physical therapy,1,0.3709448
W2416740207,11,C131872663,Obstetrics,1,0.32063225
W2416740207,12,C126322002,Internal medicine,1,0.24289578
W2416740207,13,C141071460,Surgery,1,0.13675523
W1561077810,1,C2780221984,Body mass index,2,0.6994106
W1561077810,2,C71924100,Medicine,0,0.6914495
W1561077810,3,C84393581,Blood pressure,2,0.5144994
W1561077810,4,C555293320,Diabetes mellitus,2,0.4882479
W1561077810,5,C3017460162,Drug compliance,2,0.42259145
W1561077810,6,C126322002,Internal medicine,1,0.3669222
W1561077810,7,C134018914,Endocrinology,1,0.18244117
W1583100927,1,C71924100,Medicine,0,0.8919128
W1583100927,2,C2779234561,Pregnancy,2,0.7747577
W1583100927,3,C131872663,Obstetrics,1,0.5959597
W1583100927,4,C2776352029,Advanced maternal age,4,0.57455283
W1583100927,5,C167135981,Retrospective cohort study,2,0.46544632
W1583100927,6,C2910958997,Obstetric history,4,0.45113027
W1583100927,7,C2779250420,Antepartum haemorrhage,4,0.43588817
W1583100927,8,C2780665704,Intervention (counseling),2,0.41309953
W1583100927,9,C187212893,Pediatrics,1,0.32395047
W1583100927,10,C46973012,Gestation,3,0.14712885
W1583100927,11,C172680121,Fetus,3,0.13739067
W1583100927,12,C141071460,Surgery,1,0.11600217
W1583100927,13,C54355233,Genetics,1,0
W1583100927,14,C86803240,Biology,0,0
W1583100927,15,C118552586,Psychiatry,1,0
W2411572569,1,C61511704,Incidence (geometry),2,0.832425
W2411572569,2,C71924100,Medicine,0,0.7437731
W2411572569,3,C2778885795,Hip fracture,3,0.67941535
W2411572569,4,C149923435,Demography,1,0.62915313
W2411572569,5,C2908647359,Population,2,0.61959875
W2411572569,6,C188816634,Prospective cohort study,2,0.48269844
W2411572569,7,C107130276,Epidemiology,2,0.41410384
W2411572569,8,C2776541429,Osteoporosis,2,0.29239798
W2411572569,9,C141071460,Surgery,1,0.24422744
W2411572569,10,C99454951,Environmental health,1,0.22220281
W2411572569,11,C126322002,Internal medicine,1,0.10502744
W2411572569,12,C121332964,Physics,0,0
W2411572569,13,C144024400,Sociology,0,0
W2411572569,14,C120665830,Optics,1,0
W2409986568,1,C2778494684,Seroprevalence,4,0.88888955
W2409986568,2,C45189115,Serology,3,0.6896617
W2409986568,3,C71924100,Medicine,0,0.57674104
W2409986568,4,C2991810699,Indian subcontinent,2,0.53540325
W2409986568,5,C2776334287,Chickenpox,3,0.52959937
W2409986568,6,C205545832,Young adult,2,0.48594773
W2409986568,7,C149923435,Demography,1,0.441001
W2409986568,8,C2986834420,Age groups,2,0.43135518
W2409986568,9,C187212893,Pediatrics,1,0.3444904
W2409986568,10,C2522874641,Virus,2,0.27637154
W2409986568,11,C203014093,Immunology,1,0.23151919
W2409986568,12,C159654299,Antibody,2,0.21314853
W2409986568,13,C74909509,Gerontology,1,0.19092092
W2409986568,14,C195244886,Ancient history,1,0
W2409986568,15,C144024400,Sociology,0,0
W2409986568,16,C95457728,History,0,0
W2405962952,1,C3019673199,Iron status,4,0.76052403
W2405962952,2,C147077947,Socioeconomic status,3,0.7330861
W2405962952,3,C2777417653,Iron deficiency,3,0.6010595
W2405962952,4,C99454951,Environmental health,1,0.57577765
W2405962952,5,C71924100,Medicine,0,0.5516025
W2405962952,6,C129047720,Rural area,2,0.44443595
W2405962952,7,C149923435,Demography,1,0.4291894
W2405962952,8,C2778248108,Anemia,2,0.15910423
W2405962952,9,C2908647359,Population,2,0.1210129
W2405962952,10,C126322002,Internal medicine,1,0.10760352
W2405962952,11,C142724271,Pathology,1,0
W2405962952,12,C144024400,Sociology,0,0
W2410789179,1,C2777090595,Homocysteine,2,0.9038309
W2410789179,2,C2781203188,Microalbuminuria,3,0.8412405
W2410789179,3,C71924100,Medicine,0,0.8036856
W2410789179,4,C126322002,Internal medicine,1,0.7158424
W2410789179,5,C555293320,Diabetes mellitus,2,0.6889471
W2410789179,6,C3017560507,Plasma homocysteine,3,0.67522377
W2410789179,7,C2910068830,Type 2 Diabetes Mellitus,3,0.5960486
W2410789179,8,C134018914,Endocrinology,1,0.5162161
W2410789179,9,C50440223,Risk factor,2,0.51407254
W2410789179,10,C17991360,Tumor necrosis factor alpha,2,0.5089929
W2410789179,11,C64943373,Alpha (finance),4,0.4512906
W2410789179,12,C2780972559,Endothelial dysfunction,2,0.4225051
W2410789179,13,C2776174256,BETA (programming language),2,0.42158416
W2410789179,14,C90924648,Gastroenterology,1,0.33424258
W2410789179,15,C141071460,Surgery,1,0.18945208
W2410789179,16,C49453240,Construct validity,3,0
W2410789179,17,C41008148,Computer science,0,0
W2410789179,18,C199360897,Programming language,1,0
W2410789179,19,C2775944032,Patient satisfaction,2,0
