id,which_concept,concept_id,term,level,score
W2335434134,1,C2781071845,Plasmin,3,0.9589207
W2335434134,2,C2776336681,Streptokinase,3,0.93214726
W2335434134,3,C185592680,Chemistry,0,0.59387887
W2335434134,4,C2781338237,Fibrinolysin,4,0.5100923
W2335434134,5,C55493867,Biochemistry,1,0.46045285
W2335434134,6,C181199279,Enzyme,2,0.37469107
W2335434134,7,C126322002,Internal medicine,1,0.18849954
W2335434134,8,C71924100,Medicine,0,0.18805733
W2335434134,9,C500558357,Myocardial infarction,2,0
W179715218,1,C10146269,Excretion,2,0.73972493
W179715218,2,C2780484280,Cortisone,2,0.73903435
W179715218,3,C134018914,Endocrinology,1,0.6672188
W179715218,4,C126322002,Internal medicine,1,0.6394243
W179715218,5,C8101879,Nitrogen balance,3,0.5973675
W179715218,6,C77411442,Urinary system,2,0.5803242
W179715218,7,C2778977261,Carbohydrate,2,0.51012236
W179715218,8,C62231903,Metabolism,2,0.4939893
W179715218,9,C185592680,Chemistry,0,0.4820967
W179715218,10,C86803240,Biology,0,0.33506525
W179715218,11,C537208039,Nitrogen,2,0.25977156
W179715218,12,C71924100,Medicine,0,0.17059568
W179715218,13,C178790620,Organic chemistry,1,0
W1985709043,1,C2910030976,Mucoproteins,2,0.98332894
W1985709043,2,C2781302033,Neuraminic acid,3,0.9728558
W1985709043,3,C185592680,Chemistry,0,0.46648696
W1985709043,4,C2779422922,Stomach,2,0.4516111
W1985709043,5,C55493867,Biochemistry,1,0.40909332
W1985709043,6,C2780115458,Sialic acid,2,0.20338655
W2004151563,1,C2777842393,Reserpine,2,0.821452
W2004151563,2,C144745244,Blocking (statistics),2,0.64700514
W2004151563,3,C2777646271,Sympathetic ganglion,2,0.60007
W2004151563,4,C2781334511,Ganglion,2,0.5453583
W2004151563,5,C2909461408,Sympatholytics,2,0.5404355
W2004151563,6,C185592680,Chemistry,0,0.48499295
W2004151563,7,C2776533406,Sympathetic nervous system,3,0.4654964
W2004151563,8,C158453852,Adrenergic,3,0.4536946
W2004151563,9,C169760540,Neuroscience,1,0.35438573
W2004151563,10,C98274493,Pharmacology,1,0.30417934
W2004151563,11,C126322002,Internal medicine,1,0.19922018
W2004151563,12,C71924100,Medicine,0,0.16465819
W2004151563,13,C170493617,Receptor,2,0.1413762
W2004151563,14,C86803240,Biology,0,0.12479159
W2004151563,15,C55493867,Biochemistry,1,0.090758294
W2004151563,16,C41008148,Computer science,0,0.08516833
W2004151563,17,C31258907,Computer network,1,0
W2004151563,18,C84393581,Blood pressure,2,0
W2118829325,1,C2779819575,Griseofulvin,2,0.95676327
W2118829325,2,C42407357,Physiology,1,0.58238083
W2118829325,3,C2777056448,Oral administration,2,0.55653304
W2118829325,4,C96942376,Catabolism,3,0.52909184
W2118829325,5,C71924100,Medicine,0,0.5045816
W2118829325,6,C2778815084,Guinea pig,2,0.43969685
W2118829325,7,C126322002,Internal medicine,1,0.34378114
W2118829325,8,C98274493,Pharmacology,1,0.34081894
W2118829325,9,C142724271,Pathology,1,0.12162295
W2118829325,10,C62231903,Metabolism,2,0.11195961
W2038671416,1,C144707691,Tobacco mosaic virus,3,0.83898795
W2038671416,2,C2776419827,Nitrous acid,2,0.67793995
W2038671416,3,C81917197,Selection (genetic algorithm),2,0.55167633
W2038671416,4,C501734568,Mutation,3,0.5377083
W2038671416,5,C86803240,Biology,0,0.43083382
W2038671416,6,C2522874641,Virus,2,0.40430486
W2038671416,7,C159047783,Virology,1,0.3906831
W2038671416,8,C54355233,Genetics,1,0.3406006
W2038671416,9,C185592680,Chemistry,0,0.24011466
W2038671416,10,C41008148,Computer science,0,0.113126814
W2038671416,11,C104317684,Gene,2,0.10859704
W2038671416,12,C179104552,Inorganic chemistry,1,0
W2038671416,13,C154945302,Artificial intelligence,1,0
W2078814415,1,C2780106024,"1,2-Dichloroethane",3,0.8731575
W2078814415,2,C2780023029,Dichloroethane,3,0.49901223
W2078814415,3,C185592680,Chemistry,0,0.3475635
W2078814415,4,C178790620,Organic chemistry,1,0.12799442
W2078814415,5,C161790260,Catalysis,2,0
W2759634981,1,C40875361,Reagent,2,0.84668076
W2759634981,2,C2779735320,Dihydroxyacetone,3,0.83579725
W2759634981,3,C2776098391,Phenylhydrazine,2,0.8085616
W2759634981,4,C185592680,Chemistry,0,0.78095186
W2759634981,5,C2780352252,Corticosterone,3,0.5228832
W2759634981,6,C43617362,Chromatography,1,0.51111346
W2759634981,7,C2776460385,Hydrochloride,2,0.45770028
W2759634981,8,C2781066024,Alcohol,2,0.4406554
W2759634981,9,C178790620,Organic chemistry,1,0.39815435
W2759634981,10,C13965031,Nuclear chemistry,1,0.34656182
W2759634981,11,C55493867,Biochemistry,1,0.2080262
W2759634981,12,C71315377,Hormone,2,0.11490348
W2759634981,13,C2780881558,Glycerol,2,0.09090966
W2019612657,1,C2776445394,Digitalis,3,0.8613178
W2019612657,2,C2909353472,DIGITALIS GLYCOSIDES,4,0.45450976
W2019612657,3,C71924100,Medicine,0,0.37870926
W2019612657,4,C185592680,Chemistry,0,0.36046332
W2019612657,5,C126322002,Internal medicine,1,0.15767464
W2019612657,6,C2778198053,Heart failure,2,0
W2035339259,1,C34628245,Adenosine deaminase,3,0.8293005
W2035339259,2,C165912504,AMP deaminase,4,0.73161639999999994
W2035339259,3,C2776991684,Adenosine,2,0.6297853
W2035339259,4,C2780091579,Kidney,2,0.590648
W2035339259,5,C55493867,Biochemistry,1,0.53792924
W2035339259,6,C185592680,Chemistry,0,0.486413
W2035339259,7,C86803240,Biology,0,0.32676157
W2035339259,8,C134018914,Endocrinology,1,0.25388432
W2395451273,1,C2778059882,Plague (disease),2,0.87504125
W2395451273,2,C761482,Transmission (telecommunications),2,0.5201579
