id,which_concept,concept_id,term,level,score
W1993813688,1,C134494468,Heteroduplex,3,0.95403415
W1993813688,2,C2776336130,Coliphage,5,0.709578
W1993813688,3,C86803240,Biology,0,0.66602284
W1993813688,4,C552990157,DNA,2,0.6586935
W1993813688,5,C185581394,Base pair,3,0.642759
W1993813688,6,C54355233,Genetics,1,0.6127026
W1993813688,7,C165525559,Homology (biology),3,0.6023076
W1993813688,8,C104317684,Gene,2,0.5789186
W1993813688,9,C141231307,Genome,3,0.51331323
W1993813688,10,C67705224,RNA,3,0.42460185
W1993813688,11,C153911025,Molecular biology,1,0.38060403
W1993813688,12,C2776441376,Bacteriophage,4,0.16651085
W1993813688,13,C547475151,Escherichia coli,3,0.061749965
W2097793838,1,C71924100,Medicine,0,0.478932
W2097793838,2,C3017595490,University hospital,2,0.42965138
W2097793838,3,C161191863,Library science,1,0.42416155
W2097793838,4,C512399662,Family medicine,1,0.2376858
W2097793838,5,C41008148,Computer science,0,0.057904094
W2025743844,1,C86803240,Biology,0,0.8581047
W2025743844,2,C2781356689,Vaccinia,4,0.825374
W2025743844,3,C2522874641,Virus,2,0.7227692
W2025743844,4,C2908583973,Cowpox virus,5,0.6623022
W2025743844,5,C131934819,Biogenesis,3,0.5960201
W2025743844,6,C188082640,Complementation,4,0.5746426
W2025743844,7,C159047783,Virology,1,0.5728086
W2025743844,8,C2778022156,Strain (injury),2,0.42376423
W2025743844,9,C95444343,Cell biology,1,0.36943550000000003
W2025743844,10,C54355233,Genetics,1,0.3626204
W2025743844,11,C104317684,Gene,2,0.30740982
W2025743844,12,C127716648,Phenotype,3,0.1297698
W2025743844,13,C40767141,Recombinant DNA,3,0.09461337
W2025743844,14,C105702510,Anatomy,1,0
W2015237046,1,C86803240,Biology,0,0.847759
W2015237046,2,C104317684,Gene,2,0.7918171
W2015237046,3,C143065580,Mutant,3,0.75067574
W2015237046,4,C179926584,Transcription (linguistics),2,0.6660538
W2015237046,5,C197480550,Temperateness,5,0.65699255
W2015237046,6,C54355233,Genetics,1,0.5681327
W2015237046,7,C547475151,Escherichia coli,3,0.5539627
W2015237046,8,C2777361361,Polarity (international relations),3,0.5510248
W2015237046,9,C179185449,Suppressor,3,0.42626795
W2015237046,10,C2776441376,Bacteriophage,4,0.3266225
W2015237046,11,C153911025,Molecular biology,1,0.32098508
W2015237046,12,C1491633281,Cell,2,0.27636427
W2015237046,13,C138885662,Philosophy,0,0
W2015237046,14,C41895202,Linguistics,1,0
W1977733455,1,C143065580,Mutant,3,0.854129
