id,which_concept,concept_id,term,level,score
W3090301849,1,C71924100,Medicine,0,0.95853734
W3090301849,2,C177713679,Intensive care medicine,1,0.35557646
W3091525388,1,C71924100,Medicine,0,0.8681959
W3091525388,2,C515207424,Amino acid,2,0.69015604
W3091525388,3,C42407357,Physiology,1,0.41847154
W3091525388,4,C55493867,Biochemistry,1,0.2996547
W3091525388,5,C185592680,Chemistry,0,0
W2410022630,1,C2779761222,Thyroid cancer,3,0.64812976
W2410022630,2,C71924100,Medicine,0,0.6000414
W2410022630,3,C526584372,Thyroid,2,0.45886466
W2410022630,4,C121608353,Cancer,2,0.4431083
W2410022630,5,C126322002,Internal medicine,1,0.33641517
W2410022630,6,C143998085,Oncology,1,0.33622444
W2416092647,1,C2780239966,Bacillus anthracis,3,0.49184752
W2416092647,2,C41810244,Anthrax toxin,5,0.41714674
W2416092647,3,C71924100,Medicine,0,0.34330478
W2416092647,4,C86803240,Biology,0,0.2662563
W2416092647,5,C523546767,Bacteria,2,0.109044254
W2416092647,6,C54355233,Genetics,1,0.10171598
W2416092647,7,C104317684,Gene,2,0
W2416092647,8,C123894998,Fusion protein,4,0
W2416092647,9,C40767141,Recombinant DNA,3,0
W2417920590,1,C2908628106,Pulmonary tuberculosis,3,0.6133062
W2417920590,2,C71924100,Medicine,0,0.60075325
W2417920590,3,C2781069245,Tuberculosis,2,0.5844266
W2417920590,4,C177713679,Intensive care medicine,1,0.3594724
W2417920590,5,C142724271,Pathology,1,0.18385577
W2470904859,1,C15744967,Psychology,0,0.3564539
W3089411948,1,C2778271848,Hirudin,4,0.90182614
W3089411948,2,C71924100,Medicine,0,0.49714473
W3089411948,3,C118487528,Ophthalmology,1,0.47732717
W3089411948,4,C119767625,Optometry,1,0.35303843
W3089411948,5,C126322002,Internal medicine,1,0.18489382
W3089411948,6,C2777292125,Thrombin,3,0.13804695
W3089411948,7,C89560881,Platelet,2,0
W3089442031,1,C3017739461,New guinea,2,0.792696
W3089442031,2,C55958113,Indigenous,2,0.7852621
W3089442031,3,C556039675,Traditional medicine,1,0.42728308
W3089442031,4,C205649164,Geography,0,0.40052128
W3089442031,5,C71924100,Medicine,0,0.35192204
W3089442031,6,C45355965,Socioeconomics,1,0.3227138
W3089442031,7,C95457728,History,0,0.26487577
W3089442031,8,C2549261,Ethnology,1,0.25428864
W3089442031,9,C144024400,Sociology,0,0.24695396
W3089442031,10,C86803240,Biology,0,0.1822026
W3089442031,11,C18903297,Ecology,1,0.107785136
W3089459876,1,C2777129736,Eosinophilia,2,0.95701337
W3089459876,2,C71924100,Medicine,0,0.5936642
W3089459876,3,C203014093,Immunology,1,0.48105028
W3089459876,4,C142724271,Pathology,1,0.36507794
W3089576547,1,C206658404,Electricity,2,0.5879119
W3089576547,2,C144133560,Business,0,0.40087605
W3089576547,3,C71924100,Medicine,0,0.38704577
W3089576547,4,C127413603,Engineering,0,0.20541808
W3089576547,5,C119599485,Electrical engineering,1,0.09027991
W3089637538,1,C71924100,Medicine,0,0.9731369
W3089637538,2,C187212893,Pediatrics,1,0.35931456
W3089758737,1,C71924100,Medicine,0,0.9752637
W3089758737,2,C2776042228,Asthma,2,0.83693105
W3089758737,3,C177713679,Intensive care medicine,1,0.45696276
W3089758737,4,C126322002,Internal medicine,1,0.21090224
W3089844402,1,C2777234453,Flora (microbiology),3,0.73711395
W3089844402,2,C2780016130,Appendicitis,2,0.5959544
W3089844402,3,C71924100,Medicine,0,0.41427693
W3089844402,4,C86803240,Biology,0,0.38446993
W3089844402,5,C89423630,Microbiology,1,0.37826374
W3089844402,6,C18903297,Ecology,1,0.36053085
W3089844402,7,C523546767,Bacteria,2,0.23648351
W3089844402,8,C61434518,General surgery,1,0.19318351
W3089844402,9,C151730666,Paleontology,1,0.10951215
W3089877673,1,C41008148,Computer science,0,0.35822612
W3089911542,1,C71924100,Medicine,0,0.61383057
W3089911542,2,C187212893,Pediatrics,1,0.35203752
W3089996504,1,C534529494,Respiratory system,2,0.5680812
W3089996504,2,C71924100,Medicine,0,0.39985535
W3089996504,3,C126322002,Internal medicine,1,0.3388604
W3090031697,1,C71924100,Medicine,0,0.9596418
W3090031697,2,C551997983,Malnutrition,2,0.7538981
W3090031697,3,C177713679,Intensive care medicine,1,0.49543583
W3090031697,4,C126322002,Internal medicine,1,0.21658626
W3090076864,1,C162884822,Tubercle,4,0.9254031
W3090076864,2,C71924100,Medicine,0,0.90068066
W3090076864,3,C2779150676,Bacillus (shape),2,0.76865435
W3090076864,4,C89423630,Microbiology,1,0.40733755
W3090076864,5,C523546767,Bacteria,2,0.11743206
W3090076864,6,C54355233,Genetics,1,0.08271748
W3090076864,7,C2776870249,Bacilli,3,0.06796312
W3090076864,8,C86803240,Biology,0,0.053580165
W3090188812,1,C2780595226,Affection,2,0.87701684
W3090188812,2,C71924100,Medicine,0,0.46644685
W3090188812,3,C16005928,Dermatology,1,0.42079762
W3090188812,4,C159047783,Virology,1,0.36102504
W3090188812,5,C15744967,Psychology,0,0.29927117
W3090188812,6,C77805123,Social psychology,1,0.121729136
W3090284437,1,C71924100,Medicine,0,0.9546133
W3090284437,2,C2777855551,Subject (documents),2,0.5494772
W3090284437,3,C2778620301,Sternum,2,0.47461262
W3090284437,4,C545542383,Medical emergency,1,0.4466788
W3090284437,5,C141071460,Surgery,1,0.31003958
W3090284437,6,C136764020,World Wide Web,1,0.07696745
W3090284437,7,C41008148,Computer science,0,0
W3090379351,1,C2776460385,Hydrochloride,2,0.55325145
W3090379351,2,C71924100,Medicine,0,0.45850947
W3090379351,3,C556039675,Traditional medicine,1,0.4028488
W3090379351,4,C98274493,Pharmacology,1,0.37278324
W3090379351,5,C185592680,Chemistry,0,0.31151807
W3090379351,6,C55493867,Biochemistry,1,0.07014513
W3090494028,1,C71924100,Medicine,0,0.46720976
W3090494028,2,C126322002,Internal medicine,1,0.34914625
W3090575279,1,C71924100,Medicine,0,0.96904325
W3090575279,2,C2779206196,Paroxysmal tachycardia,3,0.8958448
W3090575279,3,C2780283014,Tachycardia,2,0.6121942
W3090575279,4,C164705383,Cardiology,1,0.47525212
W3090575279,5,C126322002,Internal medicine,1,0.4729528
W3090575279,6,C2777204175,Paroxysmal supraventricular tachycardia,3,0.41063395
W3090628778,1,C206658404,Electricity,2,0.5042139
W3090628778,2,C71924100,Medicine,0,0.4358
W3090628778,3,C177713679,Intensive care medicine,1,0.35355592
W3090628778,4,C127413603,Engineering,0,0.25133568
W3090628778,5,C119599485,Electrical engineering,1,0.081315935
W3090660934,1,C71924100,Medicine,0,0.95758164
W3090660934,2,C2776983459,Syphilis,3,0.78504366
W3090660934,3,C166955791,Macro,2,0.46144027
W3090660934,4,C556039675,Traditional medicine,1,0.35856318
W3090660934,5,C159047783,Virology,1,0.2961489
W3090660934,6,C3013748606,Human immunodeficiency virus (HIV),2,0.125655
W3090660934,7,C41008148,Computer science,0,0
W3090660934,8,C199360897,Programming language,1,0
W3090663234,1,C71924100,Medicine,0,0.55050564
W3090663234,2,C126322002,Internal medicine,1,0.34121668
W3090689311,1,C2776882836,Cornea,2,0.75988305
W3090689311,2,C71924100,Medicine,0,0.4233591
W3090689311,3,C41008148,Computer science,0,0.35730448
W3090689311,4,C141071460,Surgery,1,0.35471398
W3090689311,5,C118487528,Ophthalmology,1,0.28553456
W3090734148,1,C71924100,Medicine,0,0.52981746
W3090734148,2,C187212893,Pediatrics,1,0.5124517
W3090734148,3,C42407357,Physiology,1,0.40567221999999997
