id,which_concept,concept_id,term,level,score
W2055043561,1,C24916958,Conoid,2,0.93831
W2055043561,2,C40602308,Rhoptry,5,0.7334431
W2055043561,3,C2909193768,Schizogony,4,0.69642
W2055043561,4,C119062480,Golgi apparatus,3,0.68455034
W2055043561,5,C87555872,Ultrastructure,2,0.54916704
W2055043561,6,C48342290,Centriole,3,0.51790214
W2055043561,7,C86803240,Biology,0,0.5060703
W2055043561,8,C168240541,Organelle,2,0.495109
W2055043561,9,C95444343,Cell biology,1,0.46021357
W2055043561,10,C105702510,Anatomy,1,0.41042718
W2055043561,11,C158617107,Endoplasmic reticulum,2,0.36613327
W2055043561,12,C2781023229,Apicomplexa,4,0.088596225
W2055043561,13,C2778048844,Malaria,2,0
W2055043561,14,C203014093,Immunology,1,0
W2055043561,15,C2778371730,Plasmodium falciparum,3,0
W1996823667,1,C2777477808,Metabolite,2,0.7840594
W1996823667,2,C2780026642,Urine,2,0.75068927
W1996823667,3,C134018914,Endocrinology,1,0.68286747
W1996823667,4,C126322002,Internal medicine,1,0.6321673
W1996823667,5,C77411442,Urinary system,2,0.62170327
W1996823667,6,C2778709874,Hydrocortisone,2,0.5663835
W1996823667,7,C62231903,Metabolism,2,0.4637286
W1996823667,8,C185592680,Chemistry,0,0.35666132
W1996823667,9,C71924100,Medicine,0,0.3028121
W1512625550,1,C99454951,Environmental health,1,0.5838678
W1512625550,2,C551997983,Malnutrition,2,0.50188804
W1512625550,3,C71924100,Medicine,0,0.46796829
W1512625550,4,C187212893,Pediatrics,1,0.43273398
W1512625550,5,C2986257353,Rural community,2,0.42536
W1512625550,6,C129047720,Rural area,2,0.4221652
W1512625550,7,C45355965,Socioeconomics,1,0.19252262
W1512625550,8,C126322002,Internal medicine,1,0.1096361
W1512625550,9,C142724271,Pathology,1,0
W1512625550,10,C144024400,Sociology,0,0
W2011205431,1,C2780193516,Pregnenolone,4,0.98561466
W2011205431,2,C143228043,Luteal phase,3,0.63975954
W2011205431,3,C134018914,Endocrinology,1,0.58257080000000006
W2011205431,4,C187785154,Follicular phase,2,0.579801
W2011205431,5,C126322002,Internal medicine,1,0.54936725
W2011205431,6,C185592680,Chemistry,0,0.5128363
W2011205431,7,C2780902042,Steroid,3,0.38205117
W2011205431,8,C43617362,Chromatography,1,0.3667729
W2011205431,9,C86803240,Biology,0,0.21719399
W2011205431,10,C71924100,Medicine,0,0.19919464
W2011205431,11,C71315377,Hormone,2,0.057273805
W1971602396,1,C77411442,Urinary system,2,0.53024006
W1971602396,2,C185592680,Chemistry,0,0.5112674
W1971602396,3,C10146269,Excretion,2,0.50892186
W1971602396,4,C2778163477,Cholesterol,2,0.5080664
W1971602396,5,C55493867,Biochemistry,1,0.39614347
W1971602396,6,C126322002,Internal medicine,1,0.33240458
W1971602396,7,C134018914,Endocrinology,1,0.311727
W1971602396,8,C86803240,Biology,0,0.25918347
W1971602396,9,C71924100,Medicine,0,0.22331157
W2005090892,1,C87644729,Microsome,3,0.8370894
W2005090892,2,C2991723024,Tetrahymena pyriformis,3,0.721584
W2005090892,3,C2777166614,Tetrahymena,2,0.6896117
W2005090892,4,C3675279,Protein biosynthesis,2,0.6454742
W2005090892,5,C2777431362,Phenylalanine,3,0.6183995
W2005090892,6,C65666806,Polysome,5,0.6006197
W2005090892,7,C55493867,Biochemistry,1,0.59952843
W2005090892,8,C553450214,Biosynthesis,3,0.49590144
W2005090892,9,C181199279,Enzyme,2,0.4761593
W2005090892,10,C105580179,Messenger RNA,3,0.45768088
W2005090892,11,C2910081258,Hydrostatic pressure,2,0.42233968
W2005090892,12,C86803240,Biology,0,0.41512343
W2005090892,13,C185592680,Chemistry,0,0.39497626
W2005090892,14,C67705224,RNA,3,0.3130308
W2005090892,15,C515207424,Amino acid,2,0.224565
W2005090892,16,C88478588,Ribosome,4,0.19061735
W2005090892,17,C121332964,Physics,0,0
W2005090892,18,C104317684,Gene,2,0
W2005090892,19,C97355855,Thermodynamics,1,0
W2026727459,1,C126322002,Internal medicine,1,0.84796125
W2026727459,2,C134018914,Endocrinology,1,0.84123874
W2026727459,3,C2780352252,Corticosterone,3,0.77893424
W2026727459,4,C2779279991,Testosterone (patch),2,0.678237
W2026727459,5,C81358767,Globulin,2,0.6484042
W2026727459,6,C2780902042,Steroid,3,0.60608757
W2026727459,7,C2776125364,Albumin,2,0.5807429
W2026727459,8,C90134679,Transcortin,3,0.48103765
W2026727459,9,C86803240,Biology,0,0.45548078
W2026727459,10,C185592680,Chemistry,0,0.35900438
W2026727459,11,C71315377,Hormone,2,0.30757123
W2026727459,12,C71924100,Medicine,0,0.19670305
W2070852766,1,C2777335581,Estriol,3,0.8933755
W2070852766,2,C2776250704,Pregnanediol,3,0.8925327
W2070852766,3,C10146269,Excretion,2,0.85788643
W2070852766,4,C2780193516,Pregnenolone,4,0.83479404
W2070852766,5,C134018914,Endocrinology,1,0.6977638
W2070852766,6,C126322002,Internal medicine,1,0.6517651
W2070852766,7,C2780957381,Pregnenolone sulfate,5,0.60574234
W2070852766,8,C185592680,Chemistry,0,0.5124431
W2070852766,9,C71315377,Hormone,2,0.50276804
W2070852766,10,C2780902042,Steroid,3,0.49068463
W2070852766,11,C71924100,Medicine,0,0.2735924
W1966773866,1,C2778348673,Production (economics),2,0.5248169
W1966773866,2,C3020597237,Production rate,2,0.42014927
W1966773866,3,C185592680,Chemistry,0,0.32315832
W1966773866,4,C162324750,Economics,0,0.14858988
W1966773866,5,C21880701,Process engineering,1,0.13701224
W1966773866,6,C127413603,Engineering,0,0.10205579
W1966773866,7,C139719470,Macroeconomics,1,0
W2093370571,1,C203130289,Epimer,2,0.92255473
W2093370571,2,C27777614,Ene reaction,2,0.8750659
W2093370571,3,C185592680,Chemistry,0,0.5004456
W2093370571,4,C71240020,Stereochemistry,1,0.44563085
W1976921378,1,C19720800,Morning,2,0.92123437
W1976921378,2,C2776476923,Evening,2,0.9079212
W1976921378,3,C134018914,Endocrinology,1,0.786663
W1976921378,4,C126322002,Internal medicine,1,0.7380764
W1976921378,5,C2780026642,Urine,2,0.7006542
W1976921378,6,C2778709874,Hydrocortisone,2,0.5599091
W1976921378,7,C121446783,Circadian rhythm,2,0.5553102
W1976921378,8,C62913699,Cortisol awakening response,3,0.55454725
W1976921378,9,C2909957684,Metabolic clearance rate,3,0.50065684
W1976921378,10,C62231903,Metabolism,2,0.4914044
W1976921378,11,C49039625,Secretion,2,0.48507324
W1976921378,12,C2780841215,Glucocorticoid,2,0.47570476
W1976921378,13,C2780401358,Dexamethasone,2,0.4656587
W1976921378,14,C185592680,Chemistry,0,0.45686552
W1976921378,15,C71924100,Medicine,0,0.28403267
W1976921378,16,C112705442,Pharmacokinetics,2,0.12174204
W1976921378,17,C121332964,Physics,0,0
W1976921378,18,C1276947,Astronomy,1,0
W2021351534,1,C2777023796,Trichomoniasis,2,0.63876176
W2021351534,2,C86803240,Biology,0,0.60473293
W2021351534,3,C182615771,Lytic cycle,3,0.58057594
W2021351534,4,C180032290,Inoculation,2,0.53591186
W2021351534,5,C2778614373,Vacuolization,2,0.5329491
W2021351534,6,C89423630,Microbiology,1,0.5272511
W2021351534,7,C202751555,In vitro,2,0.42509985
W2021351534,8,C159047783,Virology,1,0.38499525
W2021351534,9,C16685009,Andrology,1,0.34954813
W2021351534,10,C203014093,Immunology,1,0.32455814
W2021351534,11,C71924100,Medicine,0,0.24427831
W2021351534,12,C142724271,Pathology,1,0.15015972
W2021351534,13,C2522874641,Virus,2,0.12612545
W2021351534,14,C134018914,Endocrinology,1,0.07286179
W2021351534,15,C55493867,Biochemistry,1,0
W246025631,1,C2778643871,Vibrio cholerae,3,0.94506407
W246025631,2,C89423630,Microbiology,1,0.77961624
W246025631,3,C2780116568,Berberine,2,0.77095485
W246025631,4,C2780722889,Cholera,2,0.4585644
W246025631,5,C86803240,Biology,0,0.42781758
W246025631,6,C523546767,Bacteria,2,0.2548495
W246025631,7,C98274493,Pharmacology,1,0.097877026
W246025631,8,C54355233,Genetics,1,0.041653484
W2472128637,1,C45189115,Serology,3,0.6315459
W2472128637,2,C159047783,Virology,1,0.41072813
W2472128637,3,C86803240,Biology,0,0.38385016
W2472128637,4,C203014093,Immunology,1,0.22330943
W2472128637,5,C159654299,Antibody,2,0.1992558
W2473710102,1,C2777953023,Heart rate,3,0.4227136
W2473710102,2,C39432304,Environmental science,0,0.35902062
W2473710102,3,C171146098,Automotive engineering,1,0.34175968
W2473710102,4,C71924100,Medicine,0,0.33209357
W2473710102,5,C127413603,Engineering,0,0.23692358
W2473710102,6,C126322002,Internal medicine,1,0.17437345
W2473710102,7,C84393581,Blood pressure,2,0
W136296502,1,C205649164,Geography,0,0.4459824
W136296502,2,C71924100,Medicine,0,0.3991205
W136296502,3,C99454951,Environmental health,1,0.39159566
W136296502,4,C149923435,Demography,1,0.3873472
W136296502,5,C187212893,Pediatrics,1,0.33086526
W136296502,6,C144024400,Sociology,0,0.12047911
W2074529333,1,C185592680,Chemistry,0,0.46920887
W2074529333,2,C71240020,Stereochemistry,1,0.44845623
W114799146,1,C2778643871,Vibrio cholerae,3,0.9671298
W114799146,2,C89423630,Microbiology,1,0.73810923
