id,which_concept,concept_id,term,level,score
W2089380876,1,C2778298768,Fat embolism,2,0.5651122
W2089380876,2,C2777714996,Lung,2,0.5533401
W2089380876,3,C61507768,Globules of fat,4,0.52137595
W2089380876,4,C2776919888,Haematoxylin,3,0.47350556
W2089380876,5,C2780806160,Oil Red O,4,0.46903548
W2089380876,6,C142724271,Pathology,1,0.45585546
W2089380876,7,C86803240,Biology,0,0.40779716
W2089380876,8,C185592680,Chemistry,0,0.38873634
W2089380876,9,C105702510,Anatomy,1,0.3823725
W2089380876,10,C171089720,Adipose tissue,2,0.26585665000000003
W2089380876,11,C71924100,Medicine,0,0.2012819
W2089380876,12,C126322002,Internal medicine,1,0.14026308
W2089380876,13,C55493867,Biochemistry,1,0.12376824
W2089380876,14,C31903555,Food science,1,0.1030505
W2089380876,15,C204232928,Immunohistochemistry,2,0.09972775
W2089380876,16,C2778717857,Linseed oil,2,0.07596797
W2089380876,17,C3020171069,Milk fat,3,0
W2089380876,18,C122927707,Adipogenesis,3,0
W1535625403,1,C2779512018,Pheochromocytoma,2,0.9078474
W1535625403,2,C71924100,Medicine,0,0.89493257
W1535625403,3,C2777597313,Adrenal medulla,3,0.5963078
W1535625403,4,C84393581,Blood pressure,2,0.43867224
W1535625403,5,C126322002,Internal medicine,1,0.37542403
W1535625403,6,C134018914,Endocrinology,1,0.36526984
W1535625403,7,C126894567,Urology,1,0.3505345
W1535625403,8,C2775894120,Catecholamine,2,0.25720298
W1645978650,1,C71924100,Medicine,0,0.9625106
W1645978650,2,C2910980626,Telangiectases,3,0.8250579
W1645978650,3,C2779063477,Arteriovenous fistula,2,0.5316152
W1645978650,4,C126322002,Internal medicine,1,0.44008338
W1645978650,5,C164705383,Cardiology,1,0.42267987
W1645978650,6,C2776330896,Telangiectasia,2,0.37869197
W1645978650,7,C141071460,Surgery,1,0.30694646
W1805076950,1,C71924100,Medicine,0,0.9636865
W1805076950,2,C46762472,Peripheral,2,0.7182599
W1805076950,3,C2779190097,Sympathectomy,2,0.62505305
W1805076950,4,C2776599846,Collateral circulation,2,0.5914352
W1805076950,5,C2778486273,Arteriosclerosis obliterans,2,0.5438351
W1805076950,6,C164705383,Cardiology,1,0.42786032
W1805076950,7,C3018348675,Arterial disease,3,0.4251141
W1805076950,8,C141071460,Surgery,1,0.41746885
W1805076950,9,C126322002,Internal medicine,1,0.39033514
W1805076950,10,C2777466421,Vascular disease,2,0.3271603
W1880951688,1,C2780628665,Digitoxin,4,0.86800784
W1880951688,2,C71924100,Medicine,0,0.86089957
W1880951688,3,C2776445394,Digitalis,3,0.8396989
W1880951688,4,C126322002,Internal medicine,1,0.549035
W1880951688,5,C2778921608,Ventricle,2,0.5134407
W1880951688,6,C2780283014,Tachycardia,2,0.5043906
W1880951688,7,C164705383,Cardiology,1,0.49862552
W1880951688,8,C2775914520,Sinus rhythm,3,0.4855761
W1880951688,9,C2776331378,Ventricular tachycardia,2,0.4626198
W1880951688,10,C2778198053,Heart failure,2,0.36346376
W1880951688,11,C2777707475,Digoxin,3,0.3609861
W1880951688,12,C2779161974,Atrial fibrillation,2,0.23882157
W1554295860,1,C71924100,Medicine,0,0.94143814
W1554295860,2,C2778248108,Anemia,2,0.57237756
W1554295860,3,C2779134260,Disease,2,0.5596727
W1554295860,4,C2778620579,Sickle cell anemia,3,0.4891813
W1554295860,5,C187212893,Pediatrics,1,0.33323616
W1554295860,6,C126322002,Internal medicine,1,0.29319298
W1494552951,1,C71924100,Medicine,0,0.9300976
W1494552951,2,C2780668416,Hypoglycemia,3,0.869171
W1494552951,3,C555293320,Diabetes mellitus,2,0.6017613
W1494552951,4,C2779306644,Insulin,2,0.5516426
W1494552951,5,C42219234,Anesthesia,1,0.5000701
W1494552951,6,C2778186239,Epilepsy,2,0.44726956
W1494552951,7,C126322002,Internal medicine,1,0.39726892
W1494552951,8,C134018914,Endocrinology,1,0.27656305
W1494552951,9,C118552586,Psychiatry,1,0.07939476
W1968174426,1,C174618031,Spore,2,0.9556223
W1968174426,2,C168903529,Chlamydospore,3,0.75871146
W1968174426,3,C2780318139,Histoplasmosis,2,0.72986984
W1968174426,4,C2778803964,Histoplasma capsulatum,3,0.6064117
W1968174426,5,C43143990,Conidium,2,0.5550506
W1968174426,6,C86803240,Biology,0,0.5099467
W1968174426,7,C89423630,Microbiology,1,0.480936
W1968174426,8,C90080823,Hypha,2,0.46170384
W1968174426,9,C2779678110,Fungus,2,0.45322144
W1968174426,10,C59822182,Botany,1,0.17972732
W1968174426,11,C203014093,Immunology,1,0
W1521134838,1,C71924100,Medicine,0,0.91997385
W1521134838,2,C2777214474,Cirrhosis,2,0.80660546
W1521134838,3,C2777014857,Exacerbation,2,0.62852323
W1521134838,4,C2777766500,Liver biopsy,3,0.6270961
W1521134838,5,C2775934546,Biopsy,2,0.51312023
W1521134838,6,C90924648,Gastroenterology,1,0.5029997
W1521134838,7,C2777575235,Alcoholic liver disease,3,0.4757133
W1521134838,8,C126322002,Internal medicine,1,0.45621386
W1521134838,9,C61434518,General surgery,1,0.394462
W1578411568,1,C71924100,Medicine,0,0.9324341
W1578411568,2,C2778248108,Anemia,2,0.72527504
W1578411568,3,C2779504383,Autopsy,2,0.619999
W1578411568,4,C2778620579,Sickle cell anemia,3,0.6141235
W1578411568,5,C2776175824,Hemolytic anemia,2,0.49157152
W1578411568,6,C164705383,Cardiology,1,0.48156312
W1578411568,7,C126322002,Internal medicine,1,0.45044532
W1578411568,8,C2780955771,Abdominal pain,2,0.41690838
W1578411568,9,C142724271,Pathology,1,0.3301478
W1578411568,10,C2779134260,Disease,2,0
W1575192234,1,C174802600,Penicillin,3,0.9261096
W1575192234,2,C2775843808,Streptomycin,3,0.73919964
W1575192234,3,C501593827,Antibiotics,2,0.67672026
W1575192234,4,C89423630,Microbiology,1,0.64912343
W1575192234,5,C71924100,Medicine,0,0.6068987
W1575192234,6,C3019450489,Penicillin resistance,4,0.5615891
W1575192234,7,C94665300,Antibiotic resistance,3,0.47332793
W1575192234,8,C86803240,Biology,0,0.18025458
W1494223743,1,C71924100,Medicine,0,0.88679445
W1494223743,2,C126322002,Internal medicine,1,0.4300181
W1494223743,3,C90924648,Gastroenterology,1,0.38561437
W1965562599,1,C57992300,Potency,3,0.76104957
W1965562599,2,C2779336972,Motion sickness,2,0.7106681
W1965562599,3,C2776514930,Pyridoxine,2,0.5546754
W1965562599,4,C185592680,Chemistry,0,0.5534612
W1965562599,5,C98274493,Pharmacology,1,0.48511922
W1965562599,6,C2778162923,Anesthetic,2,0.48222908
W1965562599,7,C42219234,Anesthesia,1,0.42120188
W1965562599,8,C71924100,Medicine,0,0.27795506
W1965562599,9,C55493867,Biochemistry,1,0.17548344
W1965562599,10,C202751555,In vitro,2,0.09933397
W1965562599,11,C126838900,Radiology,1,0
W3090494164,1,C147483822,Antigen,2,0.5793002
W3090494164,2,C159654299,Antibody,2,0.53881973
W3090494164,3,C69357855,Diffusion,2,0.511169
W3090494164,4,C203014093,Immunology,1,0.3842497
W3090494164,5,C185592680,Chemistry,0,0.32798058
W3090494164,6,C86803240,Biology,0,0.22848567
W3090494164,7,C97355855,Thermodynamics,1,0.09321356
W3090494164,8,C121332964,Physics,0,0.09020403
W830079218,1,C71924100,Medicine,0,0.9572537
W830079218,2,C193544012,Roentgen,2,0.78556716
W830079218,3,C2910186565,Pulmonary medicine,2,0.6603645
