id,which_concept,concept_id,term,level,score
W2120408778,1,C22744801,Plasmid,3,0.8673817
W2120408778,2,C2778022156,Strain (injury),2,0.7716429
W2120408778,3,C2779489039,Staphylococcus aureus,3,0.7603456
W2120408778,4,C86803240,Biology,0,0.66479516
W2120408778,5,C104317684,Gene,2,0.6634995
W2120408778,6,C30481170,Chromosome,3,0.64262414
W2120408778,7,C54355233,Genetics,1,0.59490776
W2120408778,8,C7602840,Gene duplication,3,0.5111123
W2120408778,9,C89423630,Microbiology,1,0.46126062
W2120408778,10,C2779288629,Staphylococcus,4,0.43093437
W2120408778,11,C2780166377,Nutrient agar,4,0.41962498
W2120408778,12,C2778660310,Agar,3,0.3811802
W2120408778,13,C523546767,Bacteria,2,0.18702853
W2120408778,14,C105702510,Anatomy,1,0
W1970084789,1,C146957229,Perfusion,2,0.82471
W1970084789,2,C2780886150,Edema,2,0.6864452
W1970084789,3,C113045295,Vascular permeability,2,0.6093843
W1970084789,4,C58245268,Vascular resistance,3,0.60695016
W1970084789,5,C2777339698,Dextran,2,0.5785147
W1970084789,6,C2780091579,Kidney,2,0.49127668
W1970084789,7,C2776952824,Papaverine,2,0.456574
W1970084789,8,C120770815,Vasodilation,2,0.4454452
W1970084789,9,C104471311,Oncotic pressure,3,0.4365974
W1970084789,10,C71924100,Medicine,0,0.40499157
W1970084789,11,C185592680,Chemistry,0,0.3590024
W1970084789,12,C142724271,Pathology,1,0.35547924
W1970084789,13,C126322002,Internal medicine,1,0.28190553
W1970084789,14,C178853913,Hemodynamics,2,0.15140554
W1970084789,15,C43617362,Chromatography,1,0.10655293
W1970084789,16,C2776125364,Albumin,2,0
W1950748873,1,C93304396,Mitosis,2,0.76222587
W1950748873,2,C86803240,Biology,0,0.74063534
W1950748873,3,C66640590,Mitotic index,3,0.7351677
W1950748873,4,C2992233211,Vicia faba,2,0.67093474
W1950748873,5,C45413362,Prophase,4,0.63512915
W1950748873,6,C70278784,Metaphase,4,0.61921924
W1950748873,7,C2775971911,Nitrophenol,3,0.61351156
W1950748873,8,C2779912340,Pentachlorophenol,2,0.52597135
W1950748873,9,C2776636253,Colchicine,2,0.5218976
W1950748873,10,C2777728882,Phenols,2,0.4862548
W1950748873,11,C141561535,Telophase,5,0.41950744
W1950748873,12,C59822182,Botany,1,0.34140384
W1950748873,13,C153911025,Molecular biology,1,0.3400427
W1950748873,14,C54355233,Genetics,1,0.2549069
W1950748873,15,C148196450,Meiosis,3,0.2293678
W1950748873,16,C55493867,Biochemistry,1,0.20056987
W1950748873,17,C30481170,Chromosome,3,0.18074521
W1950748873,18,C18903297,Ecology,1,0
W1950748873,19,C104317684,Gene,2,0
W1950748873,20,C161790260,Catalysis,2,0
W2060563832,1,C185592680,Chemistry,0,0.6355545
W2060563832,2,C146957229,Perfusion,2,0.6198846
W2060563832,3,C2778452553,Dimethyl sulfoxide,2,0.5103902
W2060563832,4,C543218039,Magnesium,2,0.46530348
W2060563832,5,C2780881558,Glycerol,2,0.4625188
W2060563832,6,C2776877979,Transaminase,3,0.46176285
W2060563832,7,C2778921608,Ventricle,2,0.45728865
W2060563832,8,C176674119,Liter,2,0.43555826
W2060563832,9,C2777516009,Ethylene glycol,2,0.43328398
W2060563832,10,C519063684,Calcium,2,0.42665726
W2060563832,11,C43617362,Chromatography,1,0.3573739
W2060563832,12,C126322002,Internal medicine,1,0.26936427
W2060563832,13,C55493867,Biochemistry,1,0.23363906
W2060563832,14,C181199279,Enzyme,2,0.22056025
W2060563832,15,C71924100,Medicine,0,0.11503062
W2060563832,16,C178790620,Organic chemistry,1,0
W1980890442,1,C26148502,Earth (classical element),2,0.7950552
W1980890442,2,C87355193,Astrobiology,1,0.72121066
W1980890442,3,C93642007,Extreme environment,3,0.4270924
W1980890442,4,C86803240,Biology,0,0.4009885
W1980890442,5,C121332964,Physics,0,0.11560428
W1980890442,6,C54355233,Genetics,1,0.09812707
W1980890442,7,C1276947,Astronomy,1,0.089663655
W1980890442,8,C523546767,Bacteria,2,0
W2415310187,1,C2780668150,Phenoxybenzamine,3,0.95546573
W2415310187,2,C2778514916,Norepinephrine,3,0.8334588
W2415310187,3,C2775859304,Epinephrine,2,0.7010805
W2415310187,4,C185592680,Chemistry,0,0.58193827
W2415310187,5,C134018914,Endocrinology,1,0.5530332
W2415310187,6,C126322002,Internal medicine,1,0.5418189
W2415310187,7,C2779505177,Normetanephrine,3,0.51905066
W2415310187,8,C77411442,Urinary system,2,0.45676422
W2415310187,9,C71315377,Hormone,2,0.44235417
W2415310187,10,C71924100,Medicine,0,0.27191597
W2415310187,11,C513476851,Dopamine,2,0.23952964
W2415310187,12,C2778151854,Propranolol,2,0.11523473
W2129237738,1,C161191863,Library science,1,0.54298896
W2129237738,2,C2780888338,Moss,2,0.511586
W2129237738,3,C90856448,Zoology,1,0.35672873
W2129237738,4,C86803240,Biology,0,0.3320354
W2129237738,5,C41008148,Computer science,0,0.23228687
W2129237738,6,C18903297,Ecology,1,0.20079127
W4300833114,1,C90132467,Phylogenetics,3,0.56186426
W4300833114,2,C78458016,Evolutionary biology,1,0.388856
W4300833114,3,C90856448,Zoology,1,0.3703795
W4300833114,4,C86803240,Biology,0,0.31693387
W4300833114,5,C54355233,Genetics,1,0.09483591
W4300833114,6,C104317684,Gene,2,0
W1885943187,1,C64241487,DNA synthesis,3,0.8180431
W1885943187,2,C552990157,DNA,2,0.67025846
W1885943187,3,C2777949327,Glycogenolysis,3,0.6605732
W1885943187,4,C24998067,Stimulation,2,0.6388887
W1885943187,5,C104264131,Isopropyl,2,0.6009506
W1885943187,6,C185592680,Chemistry,0,0.48498082
W1885943187,7,C49039625,Secretion,2,0.46879563
W1885943187,8,C55493867,Biochemistry,1,0.42351136
W1885943187,9,C71240020,Stereochemistry,1,0.38507745
W1885943187,10,C134018914,Endocrinology,1,0.3643514
W1885943187,11,C126322002,Internal medicine,1,0.35449308
W1885943187,12,C86803240,Biology,0,0.33307964
W1885943187,13,C62231903,Metabolism,2,0.17665368
W1885943187,14,C71924100,Medicine,0,0.09795526
W1885943187,15,C155647269,Medicinal chemistry,1,0.0938074
W2081167851,1,C2778921608,Ventricle,2,0.63127446
W2081167851,2,C24530287,Transmembrane protein,3,0.51999027
W2081167851,3,C12554922,Biophysics,1,0.5182338
W2081167851,4,C185592680,Chemistry,0,0.51284677
W2081167851,5,C95444343,Cell biology,1,0.35686266
W2081167851,6,C126322002,Internal medicine,1,0.3298096
W2081167851,7,C86803240,Biology,0,0.27375922
W2081167851,8,C55493867,Biochemistry,1,0.17177641
W2081167851,9,C71924100,Medicine,0,0.15793207
W2081167851,10,C170493617,Receptor,2,0
W2041112542,1,C24107716,Nucleic acid,2,0.79727304
W2041112542,2,C552990157,DNA,2,0.6357411
W2041112542,3,C79879829,Intracellular,2,0.58799
W2041112542,4,C55493867,Biochemistry,1,0.55556804
W2041112542,5,C523546767,Bacteria,2,0.530599
W2041112542,6,C67705224,RNA,3,0.52789646
W2041112542,7,C512185932,Nucleotide,3,0.5103218
W2041112542,8,C540031477,Oxygen,2,0.4859182
W2041112542,9,C3675279,Protein biosynthesis,2,0.47054487
W2041112542,10,C2776580952,Leucine,3,0.45208374
W2041112542,11,C2777108408,Sugar,2,0.43608373
W2041112542,12,C24998067,Stimulation,2,0.42425266
W2041112542,13,C185592680,Chemistry,0,0.41607103
W2041112542,14,C86803240,Biology,0,0.41303873
W2041112542,15,C515207424,Amino acid,2,0.34969193
W2041112542,16,C54355233,Genetics,1,0
W2041112542,17,C178790620,Organic chemistry,1,0
W2041112542,18,C104317684,Gene,2,0
W2041112542,19,C169760540,Neuroscience,1,0
W2067697282,1,C108939769,Liquid nitrogen,2,0.75276303
W2067697282,2,C2777516009,Ethylene glycol,2,0.7046752
W2067697282,3,C189809214,Beat (acoustics),2,0.58831316
W2067697282,4,C2982892191,Heart beat,2,0.45321247
W2067697282,5,C185592680,Chemistry,0,0.42299873
W2067697282,6,C105702510,Anatomy,1,0.4127629
W2067697282,7,C126322002,Internal medicine,1,0.32807475
W2067697282,8,C86803240,Biology,0,0.27317905
W2067697282,9,C71924100,Medicine,0,0.24668944
W2067697282,10,C121332964,Physics,0,0
W2067697282,11,C178790620,Organic chemistry,1,0
W2067697282,12,C24890656,Acoustics,1,0
W2140589244,1,C2779343474,Context (archaeology),2,0.5676073
W2140589244,2,C15744967,Psychology,0,0.523819
W2140589244,3,C2778805511,Citation,2,0.5226585
W2140589244,4,C161191863,Library science,1,0.34150702
W2140589244,5,C41008148,Computer science,0,0.17817211
W2140589244,6,C95457728,History,0,0.1355002
W2140589244,7,C166957645,Archaeology,1,0
W2408847094,1,C114246631,Carcinogen,2,0.8887267
W2408847094,2,C2779838395,2-Acetylaminofluorene,4,0.74455094
W2408847094,3,C185592680,Chemistry,0,0.6116835
W2408847094,4,C207001950,In vivo,2,0.539709
W2408847094,5,C55493867,Biochemistry,1,0.49940038
W2408847094,6,C193230392,Ingestion,2,0.48479193
W2408847094,7,C202751555,In vitro,2,0.31788993
W2408847094,8,C86803240,Biology,0,0.28719625
W2408847094,9,C150903083,Biotechnology,1,0
W2408847094,10,C87644729,Microsome,3,0
W1541394693,1,C95053279,Cryobiology,4,0.79269767
W1541394693,2,C89560881,Platelet,2,0.5034036
W1541394693,3,C86803240,Biology,0,0.23099056
W1541394693,4,C71924100,Medicine,0,0.21051544
