id,which_concept,concept_id,term,level,score
W2404096234,1,C60987743,Virulence,3,0.8980714
W2404096234,2,C2778338367,Leishmania tropica,4,0.7597913
W2404096234,3,C89423630,Microbiology,1,0.7014807
W2404096234,4,C2781092759,Leishmania,3,0.5415566
W2404096234,5,C159047783,Virology,1,0.46426535
W2404096234,6,C86803240,Biology,0,0.46165785
W2404096234,7,C2776555147,Leishmaniasis,2,0.2598238
W2404096234,8,C2778702967,Cutaneous leishmaniasis,3,0.20464474
W2404096234,9,C203014093,Immunology,1,0.12930357
W2404096234,10,C54355233,Genetics,1,0.09359875
W2404096234,11,C71928629,Parasite hosting,2,0.08984795
W2404096234,12,C41008148,Computer science,0,0.052223206
W2404096234,13,C136764020,World Wide Web,1,0.0468688
W2404096234,14,C104317684,Gene,2,0.030388743
W2340923764,1,C556039675,Traditional medicine,1,0.37375975
W2340923764,2,C71924100,Medicine,0,0.3622802
W2468341720,1,C2780931953,Spleen,2,0.7735473
W2468341720,2,C2779720271,Lymph,2,0.7216685
W2468341720,3,C2776555147,Leishmaniasis,2,0.70870304
W2468341720,4,C2781092759,Leishmania,3,0.6938203
W2468341720,5,C2778815084,Guinea pig,2,0.47685373
W2468341720,6,C86803240,Biology,0,0.47075373
W2468341720,7,C3017739461,New guinea,2,0.45517495
W2468341720,8,C142724271,Pathology,1,0.44332716
W2468341720,9,C203014093,Immunology,1,0.37099063
W2468341720,10,C71924100,Medicine,0,0.22843087
W2468341720,11,C71928629,Parasite hosting,2,0.2177195
W2468341720,12,C134018914,Endocrinology,1,0.037712276
W2468341720,13,C95457728,History,0,0
W2468341720,14,C2549261,Ethnology,1,0
W2468341720,15,C136764020,World Wide Web,1,0
W2468341720,16,C41008148,Computer science,0,0
W2408136599,1,C2777926911,Solasodine,3,0.977252
W2408136599,2,C529278444,Central nervous system,2,0.6872864
W2408136599,3,C169760540,Neuroscience,1,0.50643384
W2408136599,4,C71924100,Medicine,0,0.3349078
W2408136599,5,C86803240,Biology,0,0.28240758
W2408136599,6,C59822182,Botany,1,0.11099419
W2408136599,7,C2781083041,Solanum,2,0
W2419633445,1,C2778048844,Malaria,2,0.7240995
W2419633445,2,C25642318,Incubation,2,0.6651829
W2419633445,3,C143701427,Incubation period,3,0.53530693
W2419633445,4,C86803240,Biology,0,0.45829993
W2419633445,5,C89423630,Microbiology,1,0.4382336
W2419633445,6,C159047783,Virology,1,0.40352187
W2419633445,7,C203014093,Immunology,1,0.17305988
W2419633445,8,C55493867,Biochemistry,1,0.0646722
W267018745,1,C2777366897,HeLa,3,0.8201145
W267018745,2,C190062978,Cytoplasm,2,0.7957694
W267018745,3,C2780723820,Nucleus,2,0.72716373
W267018745,4,C66385817,Alpha particle,2,0.671298
W267018745,5,C64943373,Alpha (finance),4,0.5378273
W267018745,6,C134949993,Pencil (optics),2,0.5208312
W267018745,7,C111337013,Irradiation,2,0.52001286
W267018745,8,C552990157,DNA,2,0.51583236
W267018745,9,C12554922,Biophysics,1,0.40278596
W267018745,10,C95444343,Cell biology,1,0.39968464
W267018745,11,C153911025,Molecular biology,1,0.38406605
W267018745,12,C185592680,Chemistry,0,0.3530404
W267018745,13,C177322064,Radiochemistry,1,0.34690833
W267018745,14,C86803240,Biology,0,0.32984334
W267018745,15,C121332964,Physics,0,0.32902974
W267018745,16,C54355233,Genetics,1,0.23765212
W267018745,17,C1491633281,Cell,2,0.23039427
W267018745,18,C120665830,Optics,1,0.15772206
W267018745,19,C185544564,Nuclear physics,1,0.13774413
W267018745,20,C71924100,Medicine,0,0.114292145
W267018745,21,C49453240,Construct validity,3,0
W267018745,22,C159110408,Nursing,1,0
W267018745,23,C2775944032,Patient satisfaction,2,0
W2396321919,1,C2780486903,Ethionine,4,0.9564221
W2396321919,2,C126322002,Internal medicine,1,0.43720883
W2396321919,3,C185592680,Chemistry,0,0.36542684
W2396321919,4,C55493867,Biochemistry,1,0.22213605
W2396321919,5,C71924100,Medicine,0,0.18563718
W2396321919,6,C2780912031,Methionine,3,0.060202092
W2396321919,7,C515207424,Amino acid,2,0
W2398694179,1,C67705224,RNA,3,0.64598405
W2398694179,2,C552990157,DNA,2,0.630401
W2398694179,3,C2780091579,Kidney,2,0.6095861
W2398694179,4,C2780178953,Formate,3,0.48196742
W2398694179,5,C126322002,Internal medicine,1,0.40017465
W2398694179,6,C86803240,Biology,0,0.39541137
W2398694179,7,C185592680,Chemistry,0,0.3756841
W2398694179,8,C134018914,Endocrinology,1,0.3371784
W2398694179,9,C55493867,Biochemistry,1,0.30025607
W2398694179,10,C71924100,Medicine,0,0.2203485
W2398694179,11,C104317684,Gene,2,0.1295132
W2398694179,12,C161790260,Catalysis,2,0
W2405723154,1,C2779884254,Rabbit (cipher),2,0.77601564
W2405723154,2,C2909591979,Geniculate body,3,0.7721708
W2405723154,3,C24998067,Stimulation,2,0.6952263
W2405723154,4,C169760540,Neuroscience,1,0.4666545
W2405723154,5,C105702510,Anatomy,1,0.44453347
W2405723154,6,C2777452900,Geniculate,3,0.43049452
W2405723154,7,C86803240,Biology,0,0.35410607
W2405723154,8,C41008148,Computer science,0,0.23009968
W2405723154,9,C2779345533,Visual cortex,2,0
W2405723154,10,C38652104,Computer security,1,0
W2405723154,11,C2780723820,Nucleus,2,0
W2411101290,1,C2780365088,Urea,2,0.6388427
W2411101290,2,C185592680,Chemistry,0,0.26254463
W2411101290,3,C55493867,Biochemistry,1,0.117099226
W2412641073,1,C57600042,Oxidative phosphorylation,2,0.75454605
W2412641073,2,C2994198108,Oxidative metabolism,3,0.7476735
W2412641073,3,C2777103240,Frog Skin,3,0.62235534
W2412641073,4,C62231903,Metabolism,2,0.5326571
W2412641073,5,C185592680,Chemistry,0,0.44951347
W2412641073,6,C86803240,Biology,0,0.33220547
W2412641073,7,C55493867,Biochemistry,1,0.29098108
W2412641073,8,C178790620,Organic chemistry,1,0.04624933
W2412641073,9,C537181965,Sodium,2,0
W2413619709,1,C185263204,Electrophysiology,2,0.80306375
W2413619709,2,C21200559,Sensitivity (control systems),2,0.41806686
W2413619709,3,C118487528,Ophthalmology,1,0.38552058
W2413619709,4,C86803240,Biology,0,0.38400128
W2413619709,5,C90856448,Zoology,1,0.3314895
W2413619709,6,C105702510,Anatomy,1,0.32671916
W2413619709,7,C71924100,Medicine,0,0.31543648
W2413619709,8,C169760540,Neuroscience,1,0.25871265
W2413619709,9,C127413603,Engineering,0,0.055487484
W2413619709,10,C24326235,Electronic engineering,1,0
W2417164510,1,C24998067,Stimulation,2,0.8183323
W2417164510,2,C170493617,Receptor,2,0.5631567
W2417164510,3,C146957229,Perfusion,2,0.5252004
W2417164510,4,C139807058,Adaptation (eye),2,0.52081907
W2417164510,5,C126322002,Internal medicine,1,0.4350964
W2417164510,6,C185592680,Chemistry,0,0.41825134
W2417164510,7,C169760540,Neuroscience,1,0.40102813
W2417164510,8,C12554922,Biophysics,1,0.35121807
W2417164510,9,C134018914,Endocrinology,1,0.33828378
W2417164510,10,C105702510,Anatomy,1,0.32992956
W2417164510,11,C86803240,Biology,0,0.29865837
W2417164510,12,C71924100,Medicine,0,0.25816616
W2428245981,1,C2775910092,Acetylcholine,2,0.74217045
W2428245981,2,C170493617,Receptor,2,0.55068666
W2428245981,3,C80161118,Acetylcholine receptor,3,0.48412547
W2428245981,4,C185592680,Chemistry,0,0.40878236
W2428245981,5,C98274493,Pharmacology,1,0.3669929
W2428245981,6,C126322002,Internal medicine,1,0.30289248
W2428245981,7,C86803240,Biology,0,0.29724896
W2428245981,8,C71924100,Medicine,0,0.28686738
W2432182452,1,C2992865179,Vitamin b,3,0.58112156
W2432182452,2,C2780072125,Lipoprotein,3,0.4873827
W2432182452,3,C71924100,Medicine,0,0.4725915
W2432182452,4,C126322002,Internal medicine,1,0.4549666
W2432182452,5,C134018914,Endocrinology,1,0.45141178
W2432182452,6,C2776940978,Vitamin,2,0.37922484
W2432182452,7,C42407357,Physiology,1,0.32878616
W2432182452,8,C2778163477,Cholesterol,2,0.21268952
W2437434364,1,C2780791683,Action (physics),2,0.5876293
W2437434364,2,C170493617,Receptor,2,0.5693909
W2437434364,3,C185592680,Chemistry,0,0.431598
W2437434364,4,C12554922,Biophysics,1,0.4247736
W2437434364,5,C86803240,Biology,0,0.3668511
W2437434364,6,C95444343,Cell biology,1,0.35945815
W2437434364,7,C105702510,Anatomy,1,0.3321435
W2437434364,8,C55493867,Biochemistry,1,0.23123491
W2437434364,9,C121332964,Physics,0,0.10979608
W2437434364,10,C62520636,Quantum mechanics,1,0
W2442218610,1,C18762648,Work (physics),2,0.5398613
W2442218610,2,C534529494,Respiratory system,2,0.4378728
W2442218610,3,C71924100,Medicine,0,0.35949832
W2442218610,4,C126322002,Internal medicine,1,0.33336863
W2442218610,5,C164705383,Cardiology,1,0.32922596
W2442218610,6,C127413603,Engineering,0,0.19595835
W2442218610,7,C78519656,Mechanical engineering,1,0.1267325
W2443598898,1,C2777557582,Heparin,2,0.7976509
W2443598898,2,C2779884254,Rabbit (cipher),2,0.6782337
W2443598898,3,C185592680,Chemistry,0,0.5235674
W2443598898,4,C126322002,Internal medicine,1,0.38380325
W2443598898,5,C134018914,Endocrinology,1,0.3562627
W2443598898,6,C55493867,Biochemistry,1,0.34473187
W2443598898,7,C71924100,Medicine,0,0.25186956
W2443598898,8,C41008148,Computer science,0,0.084925205
W2443598898,9,C38652104,Computer security,1,0
W2462639644,1,C2776445246,Style (visual arts),2,0.38424742
W2462639644,2,C142362112,Art,0,0.14848918
W2462639644,3,C124952713,Literature,1,0.07291439
W2471427185,1,C2779341262,Immunity,3,0.7251811
W2471427185,2,C24107716,Nucleic acid,2,0.7209283
W2471427185,3,C202751555,In vitro,2,0.6830845
W2471427185,4,C147483822,Antigen,2,0.5920547
W2471427185,5,C2779918689,Stimulus (psychology),2,0.58510256
W2471427185,6,C86803240,Biology,0,0.46383107
W2471427185,7,C8891405,Immune system,2,0.43500924
W2471427185,8,C3017875465,Cellular immunity,3,0.41833928
W2471427185,9,C203014093,Immunology,1,0.4043547
W2471427185,10,C185592680,Chemistry,0,0.37309456
W2471427185,11,C89423630,Microbiology,1,0.34868997
W2471427185,12,C55493867,Biochemistry,1,0.15778399
W2471427185,13,C15744967,Psychology,0,0.12952182
W2471427185,14,C542102704,Psychotherapist,1,0
W2279278322,1,C61511704,Incidence (geometry),2,0.72278595
W2279278322,2,C2994082534,Rural population,3,0.629364
W2279278322,3,C71924100,Medicine,0,0.5465467
W2279278322,4,C2908647359,Population,2,0.45984495
W2279278322,5,C99454951,Environmental health,1,0.32097033
W2279278322,6,C33923547,Mathematics,0,0.03658551
W2279278322,7,C2524010,Geometry,1,0
W2324737015,1,C2779620486,Tick,2,0.8373202
W2324737015,2,C761482,Transmission (telecommunications),2,0.7174368
W2324737015,3,C137858568,Organism,2,0.68419576
W2324737015,4,C2780977601,relapsing fever,2,0.67361724
W2324737015,5,C86803240,Biology,0,0.5969229
W2324737015,6,C159047783,Virology,1,0.4864235
W2324737015,7,C2776005033,Tick-borne disease,3,0.41570103
W2324737015,8,C90856448,Zoology,1,0.37297657
W2324737015,9,C89423630,Microbiology,1,0.35176846
W2324737015,10,C151730666,Paleontology,1,0
W2324737015,11,C119599485,Electrical engineering,1,0
W2324737015,12,C127413603,Engineering,0,0
W2394987092,1,C2777682936,Pyrazole,2,0.6071494
W2394987092,2,C98274493,Pharmacology,1,0.5278271
W2394987092,3,C185592680,Chemistry,0,0.40658262
W2394987092,4,C71924100,Medicine,0,0.29234055
W2394987092,5,C71240020,Stereochemistry,1,0.10911065
W2395027189,1,C2777425658,Chloroquine,3,0.9079858
W2395027189,2,C98274493,Pharmacology,1,0.7149904
W2395027189,3,C2780035454,Drug,2,0.6244872
W2395027189,4,C2780791683,Action (physics),2,0.5368993
W2395027189,5,C86380466,Drug action,3,0.47153574
W2395027189,6,C71924100,Medicine,0,0.43356663
W2395027189,7,C2778048844,Malaria,2,0.419347
W2395027189,8,C556039675,Traditional medicine,1,0.392383
W2395027189,9,C203014093,Immunology,1,0.11441347
W2395027189,10,C121332964,Physics,0,0
W2395027189,11,C62520636,Quantum mechanics,1,0
W2400172492,1,C71924100,Medicine,0,0.97218883
W2400172492,2,C2780559512,Fibrosis,2,0.5293646
W2400172492,3,C2781244666,Pulmonary fibrosis,3,0.5112498
W2400172492,4,C142724271,Pathology,1,0.454462
W2402002419,1,C34626388,Nomogram,2,0.6841966
W2402002419,2,C509974204,Radiation therapy,2,0.67490935
W2402002419,3,C2779328170,X-ray,2,0.52142954
W2402002419,4,C136948725,Soft tissue,2,0.5069883
W2402002419,5,C71924100,Medicine,0,0.48877022
W2402002419,6,C2775997480,Degree (music),2,0.43065214
W2402002419,7,C2989005,Nuclear medicine,1,0.4201567
W2402002419,8,C2909939066,X-Ray Therapy,3,0.4160884
W2402002419,9,C126838900,Radiology,1,0.288445
W2402002419,10,C126322002,Internal medicine,1,0.2118012
W2402002419,11,C121332964,Physics,0,0.08054957
W2402002419,12,C120665830,Optics,1,0.07456377
W2402002419,13,C24890656,Acoustics,1,0
W2402621429,1,C2777210190,Eosinophilic granuloma,2,0.8474008
W2402621429,2,C71924100,Medicine,0,0.55551624
W2402621429,3,C2780140890,Granuloma,2,0.4815162
W2402621429,4,C16005928,Dermatology,1,0.4507343
W2402621429,5,C142724271,Pathology,1,0.2286155
W2405039555,1,C761482,Transmission (telecommunications),2,0.7216756
W2405039555,2,C2779620486,Tick,2,0.69950926
W2405039555,3,C159047783,Virology,1,0.5334739
W2405039555,4,C2780977601,relapsing fever,2,0.44819254
W2405039555,5,C2776005033,Tick-borne disease,3,0.44615653
W2405039555,6,C86803240,Biology,0,0.43797398
W2405039555,7,C2992243407,Disease transmission,2,0.4126499
W2405039555,8,C90856448,Zoology,1,0.32416564
W2405039555,9,C41008148,Computer science,0,0.14499569
W2405039555,10,C76155785,Telecommunications,1,0.066084415
W2409089056,1,C2779782522,Typification,4,0.97909987
W2409089056,2,C205649164,Geography,0,0.34767187
W2409089056,3,C90856448,Zoology,1,0.28992033
W2409089056,4,C86803240,Biology,0,0.24521631
W2409089056,5,C514705636,Nomenclature,3,0.16181836
W2409089056,6,C58642233,Taxonomy (biology),2,0.0910472
W2410066682,1,C2778048844,Malaria,2,0.8172436
W2410066682,2,C2776694085,Chemotherapy,2,0.46869802
W2410066682,3,C71924100,Medicine,0,0.45592028
W2410066682,4,C159047783,Virology,1,0.39675114
W2410066682,5,C203014093,Immunology,1,0.20134446
W2410066682,6,C126322002,Internal medicine,1,0.16496131
W2411259191,1,C2777612814,Chloral hydrate,2,0.9349818
W2411259191,2,C2780276229,Barbital,2,0.913587
W2411259191,3,C185592680,Chemistry,0,0.59607524
W2411259191,4,C2781060337,Hydrate,2,0.48273486
W2411259191,5,C98274493,Pharmacology,1,0.39846176
W2411259191,6,C42219234,Anesthesia,1,0.3750748
W2411259191,7,C71924100,Medicine,0,0.18595356
W2411259191,8,C43617362,Chromatography,1,0.14559418
W2411259191,9,C178790620,Organic chemistry,1,0.09213391
W2411342799,1,C2777425658,Chloroquine,3,0.74300027
W2411342799,2,C56273599,White (mutation),3,0.7119278
W2411342799,3,C556039675,Traditional medicine,1,0.39739382
W2411342799,4,C98274493,Pharmacology,1,0.39624292
W2411342799,5,C86803240,Biology,0,0.39154068
W2411342799,6,C71924100,Medicine,0,0.20310968
W2411342799,7,C203014093,Immunology,1,0.13909954
W2411342799,8,C55493867,Biochemistry,1,0.092547596
W2411342799,9,C2778048844,Malaria,2,0.06367913
W2411342799,10,C104317684,Gene,2,0
W2411452520,1,C2775876817,Hepatitis A,3,0.65275884
W2411452520,2,C2776029263,Hepatitis,2,0.5936422
W2411452520,3,C159047783,Virology,1,0.554707
W2411452520,4,C2779134260,Disease,2,0.53197616
W2411452520,5,C149923435,Demography,1,0.50506216
W2411452520,6,C3017746186,Epidemic disease,2,0.46569905
W2411452520,7,C71924100,Medicine,0,0.40950742
W2411452520,8,C205649164,Geography,0,0.33841228
W2411452520,9,C126322002,Internal medicine,1,0.06113109
W2411452520,10,C144024400,Sociology,0,0.051832646
W2411683094,1,C16005928,Dermatology,1,0.47640574
W2411683094,2,C71924100,Medicine,0,0.428473
W2411683094,3,C105702510,Anatomy,1,0.3585952
W2411683094,4,C548259974,Audiology,1,0.34568834
W2412330349,1,C113045295,Vascular permeability,2,0.54751676
W2412330349,2,C166397571,Vascular tissue,2,0.46198612
W2412330349,3,C120882062,Permeability (electromagnetism),3,0.46078718
