id,which_concept,concept_id,term,level,score
W2001443473,1,C115076146,Foot (prosody),2,0.71028596
W2001443473,2,C137627325,Etiology,2,0.60754013
W2001443473,3,C2776459890,Club,2,0.52731436
W2001443473,4,C2779305710,Clubfoot,3,0.4824339
W2001443473,5,C71924100,Medicine,0,0.42567542
W2001443473,6,C86803240,Biology,0,0.37276828
W2001443473,7,C60644358,Bioinformatics,1,0.34673223
W2001443473,8,C99508421,Physical medicine and rehabilitation,1,0.32753932
W2001443473,9,C54355233,Genetics,1,0.28821036
W2001443473,10,C105702510,Anatomy,1,0.20730248
W2001443473,11,C142724271,Pathology,1,0.18886906
W2001443473,12,C142362112,Art,0,0.06689185
W2001443473,13,C2779982284,Deformity,2,0
W2001443473,14,C124952713,Literature,1,0
W2155441738,1,C33923547,Mathematics,0,0.76397145
W2155441738,2,C93779851,Partial differential equation,2,0.49079046
W2155441738,3,C48103436,State (computer science),2,0.4493556
W2155441738,4,C28826006,Applied mathematics,1,0.3717485
W2155441738,5,C134306372,Mathematical analysis,1,0.20728853
W2155441738,6,C11413529,Algorithm,1,0.18333504
W1660588146,1,C2777108182,Thymidine,3,0.96383935
W1660588146,2,C207001950,In vivo,2,0.6640171
W1660588146,3,C64241487,DNA synthesis,3,0.64531636
W1660588146,4,C552990157,DNA,2,0.57734805
W1660588146,5,C2908647359,Population,2,0.5375891
W1660588146,6,C55493867,Biochemistry,1,0.46770948
W1660588146,7,C185592680,Chemistry,0,0.46535283
W1660588146,8,C62538594,Tritium,2,0.44614875
W1660588146,9,C202751555,In vitro,2,0.4108992
W1660588146,10,C153911025,Molecular biology,1,0.39672738
W1660588146,11,C86803240,Biology,0,0.34186247
W1660588146,12,C71924100,Medicine,0,0.13179329
W1660588146,13,C54355233,Genetics,1,0.07353324
W1660588146,14,C121332964,Physics,0,0
W1660588146,15,C99454951,Environmental health,1,0
W1660588146,16,C185544564,Nuclear physics,1,0
W4213278313,1,C2781207856,Epidermolysis bullosa,2,0.7705641
W4213278313,2,C16005928,Dermatology,1,0.58785874
W4213278313,3,C71924100,Medicine,0,0.5286342
W4213278313,4,C70721500,Computational biology,1,0.35040402
W4213278313,5,C86803240,Biology,0,0.26893637
W2077739158,1,C555293320,Diabetes mellitus,2,0.70972717
W2077739158,2,C2780833929,Glucose tolerance test,4,0.63528186
W2077739158,3,C71924100,Medicine,0,0.5392879
W2077739158,4,C2777267654,Test (biology),2,0.48963505
W2077739158,5,C126322002,Internal medicine,1,0.45574924
W2077739158,6,C134018914,Endocrinology,1,0.38802522
W2077739158,7,C60644358,Bioinformatics,1,0.3321236
W2077739158,8,C86803240,Biology,0,0.30698967
W2077739158,9,C2777391703,Insulin resistance,3,0.1872074
