id,which_concept,concept_id,term,level,score
W2413599749,1,C71924100,Medicine,0,0.9582637
W2413599749,2,C2776870353,Sigmoid colon,3,0.7020433
W2413599749,3,C2908891590,Sigmoid volvulus,4,0.6418662
W2413599749,4,C81388566,Sigmoid function,3,0.63681924
W2413599749,5,C2778324709,Volvulus,2,0.6356989
W2413599749,6,C61434518,General surgery,1,0.36266142
W2413599749,7,C141071460,Surgery,1,0.26505816
W2413599749,8,C2781074409,Rectum,2,0.19006881
W2413599749,9,C154945302,Artificial intelligence,1,0.08499378
W2413599749,10,C50644808,Artificial neural network,2,0
W2413599749,11,C41008148,Computer science,0,0
W2424213159,1,C71924100,Medicine,0,0.98433745
W2424213159,2,C141071460,Surgery,1,0.4499005
W2425934707,1,C71924100,Medicine,0,0.9848603
W2425934707,2,C2777929615,Diverticulitis,2,0.8624359
W2425934707,3,C2777507495,Cecum,2,0.8535885
W2425934707,4,C61434518,General surgery,1,0.55840504
W2425934707,5,C141071460,Surgery,1,0.371526
W2425934707,6,C126322002,Internal medicine,1,0.23029181
W2466085866,1,C2778805511,Citation,2,0.66586095
W2466085866,2,C71924100,Medicine,0,0.3572828
W2466085866,3,C41008148,Computer science,0,0.34462997
W2466085866,4,C136764020,World Wide Web,1,0.21945739
W2407934188,1,C71924100,Medicine,0,0.9522774
W2407934188,2,C2781429187,Brucellosis,2,0.8998985
W2407934188,3,C2780551157,Osteomyelitis,2,0.8250576
W2407934188,4,C141071460,Surgery,1,0.33090287
W2407934188,5,C159047783,Virology,1,0.20459896
W2290636772,1,C2776983459,Syphilis,3,0.7563349
W2290636772,2,C71924100,Medicine,0,0.5294977
W2290636772,3,C107130276,Epidemiology,2,0.43559107
W2290636772,4,C74916050,Classics,1,0.40605235
W2290636772,5,C95457728,History,0,0.3875038
W2290636772,6,C74909509,Gerontology,1,0.35878783
W2290636772,7,C161191863,Library science,1,0.32415456
W2290636772,8,C512399662,Family medicine,1,0.30032417
W2290636772,9,C142724271,Pathology,1,0.22619069
W2290636772,10,C3013748606,Human immunodeficiency virus (HIV),2,0.16794291
W2290636772,11,C41008148,Computer science,0,0.0630686
W2442952066,1,C71924100,Medicine,0,0.9765764
W2442952066,2,C142724271,Pathology,1,0.33822846
W2405166392,1,C2775939251,Curare,2,0.96867824
W2405166392,2,C71924100,Medicine,0,0.9286568
W2405166392,3,C2779841045,Tetanus,3,0.90694577
W2405166392,4,C42219234,Anesthesia,1,0.41387618
W2405166392,5,C159047783,Virology,1,0.066909194
W2405166392,6,C22070199,Vaccination,2,0
W2412460006,1,C71924100,Medicine,0,0.9755193
W2412460006,2,C2779126056,Mediastinum,2,0.83287054
W2412460006,3,C36454342,Radiography,2,0.73524624
W2412460006,4,C2779127879,Pleural cavity,2,0.63642216
W2412460006,5,C126838900,Radiology,1,0.5749447
W2412460006,6,C2780512811,Gastrointestinal tract,2,0.5248299
W2412460006,7,C105702510,Anatomy,1,0.26191863
W2412460006,8,C126322002,Internal medicine,1,0.13435644
W2460973769,1,C140031139,Morse code,2,0.857704
W2460973769,2,C2778805511,Citation,2,0.7001992
W2460973769,3,C41008148,Computer science,0,0.38819283
W2460973769,4,C23123220,Information retrieval,1,0.36189732
W2460973769,5,C161191863,Library science,1,0.342755
W2460973769,6,C76155785,Telecommunications,1,0.08005211
W2198911447,1,C71924100,Medicine,0,0.96814024
W2198911447,2,C141071460,Surgery,1,0.365368
W2253134954,1,C71924100,Medicine,0,0.98268056
W2253134954,2,C16005928,Dermatology,1,0.3935077
W2253134954,3,C141071460,Surgery,1,0.3360899
W2429261822,1,C71924100,Medicine,0,0.90449464
W2429261822,2,C166516326,Gubernaculum,2,0.8869698
W2429261822,3,C105702510,Anatomy,1,0.43412182
W2429261822,4,C29456083,Gynecology,1,0.32089737
W2347112091,1,C2780051777,Paratyphoid fever,3,0.8585943
W2347112091,2,C159047783,Virology,1,0.7821878
W2347112091,3,C57326107,Phage typing,3,0.5560446
W2347112091,4,C2776441376,Bacteriophage,4,0.50314444
W2347112091,5,C2781209916,Typing,2,0.4931845
W2347112091,6,C86803240,Biology,0,0.48969296
W2347112091,7,C89423630,Microbiology,1,0.45968696
W2347112091,8,C10389963,Serotype,2,0.34013835
W2347112091,9,C71924100,Medicine,0,0.32390094
W2347112091,10,C520601542,Typhoid fever,2,0.2035963
W2347112091,11,C54355233,Genetics,1,0.10958111
W2347112091,12,C547475151,Escherichia coli,3,0.10771519
W2347112091,13,C104317684,Gene,2,0
W2403409625,1,C71924100,Medicine,0,0.93934363
W2403409625,2,C2991747820,Plasma volume,2,0.7753873
W2403409625,3,C42219234,Anesthesia,1,0.5457293
W2403409625,4,C2776125364,Albumin,2,0.5427113
W2403409625,5,C84393581,Blood pressure,2,0.49116728
W2403409625,6,C20556612,Volume (thermodynamics),2,0.46390933
W2403409625,7,C195646399,Intravascular volume status,3,0.4583404
W2403409625,8,C3019038604,Human albumin,3,0.43645737
W2403409625,9,C2776452961,Mean arterial pressure,4,0.42571458
W2403409625,10,C164705383,Cardiology,1,0.34966826
W2403409625,11,C126322002,Internal medicine,1,0.32356417
W2403409625,12,C2777953023,Heart rate,3,0.042089373
W2403409625,13,C121332964,Physics,0,0
W2403409625,14,C62520636,Quantum mechanics,1,0
W2259198022,1,C2778048844,Malaria,2,0.635558
W2259198022,2,C2781375639,Anopheles,3,0.44691026
W2259198022,3,C205649164,Geography,0,0.4127042
W2259198022,4,C86803240,Biology,0,0.36082265
W2259198022,5,C195244886,Ancient history,1,0.3363879
W2259198022,6,C90856448,Zoology,1,0.3325553
W2259198022,7,C95457728,History,0,0.23947474
W2259198022,8,C203014093,Immunology,1,0.06884226
W2299420982,1,C71924100,Medicine,0,0.9419149
W2299420982,2,C86807702,Bovine serum albumin,2,0.71982
W2299420982,3,C165616093,Serum albumin,2,0.58179325
W2299420982,4,C2776125364,Albumin,2,0.5035915
W2299420982,5,C126322002,Internal medicine,1,0.29863378
W2299420982,6,C203014093,Immunology,1,0.27567822
W2408594870,1,C2779530757,Quality (philosophy),2,0.6272886
W2408594870,2,C31903555,Food science,1,0.49144924
W2408594870,3,C185592680,Chemistry,0,0.3302999
W2408594870,4,C121332964,Physics,0,0.10712835
W2408594870,5,C62520636,Quantum mechanics,1,0
W2411191061,1,C71924100,Medicine,0,0.980204
W2411191061,2,C2777557582,Heparin,2,0.6812359
W2411191061,3,C3018348675,Arterial disease,3,0.5710739
