<tab:pub_age_dist_year>
              3.0000	           1703.0000	              0.4069
              4.0000	           2192.0000	              0.5238
              5.0000	           3195.0000	              0.7634
              6.0000	           3641.0000	              0.8700
              7.0000	           4297.0000	              1.0267
              8.0000	           4828.0000	              1.1536
              9.0000	           5274.0000	              1.2602
             10.0000	           5990.0000	              1.4312
             11.0000	           7287.0000	              1.7412
             12.0000	           8279.0000	              1.9782
             13.0000	           9221.0000	              2.2033
             14.0000	           9402.0000	              2.2465
             15.0000	           9514.0000	              2.2733
             16.0000	           9325.0000	              2.2281
             17.0000	           9146.0000	              2.1853
             18.0000	           9377.0000	              2.2405
             19.0000	           9896.0000	              2.3645
             20.0000	           9597.0000	              2.2931
             21.0000	          10042.0000	              2.3994
             22.0000	           9720.0000	              2.3225
             23.0000	           9202.0000	              2.1987
             24.0000	           9216.0000	              2.2021
             25.0000	           9538.0000	              2.2790
             26.0000	           8622.0000	              2.0601
             27.0000	           8693.0000	              2.0771
             28.0000	           8547.0000	              2.0422
             29.0000	           9019.0000	              2.1550
             30.0000	           8607.0000	              2.0566
             31.0000	           8671.0000	              2.0718
             32.0000	           8279.0000	              1.9782
             33.0000	           7990.0000	              1.9091
             34.0000	           7914.0000	              1.8910
             35.0000	           8094.0000	              1.9340
             36.0000	           7298.0000	              1.7438
             37.0000	           7022.0000	              1.6778
             38.0000	           6592.0000	              1.5751
             39.0000	           6302.0000	              1.5058
             40.0000	           5943.0000	              1.4200
             41.0000	           5648.0000	              1.3495
             42.0000	           5308.0000	              1.2683
             43.0000	           5270.0000	              1.2592
             44.0000	           5108.0000	              1.2205
             45.0000	           5484.0000	              1.3103
             46.0000	           4605.0000	              1.1003
             47.0000	           4545.0000	              1.0860
             48.0000	           4577.0000	              1.0936
             49.0000	           4238.0000	              1.0126
             50.0000	           4014.0000	              0.9591
             51.0000	           3893.0000	              0.9302
             52.0000	           3842.0000	              0.9180
             53.0000	           3633.0000	              0.8681
             54.0000	           3455.0000	              0.8255
             55.0000	           4280.0000	              1.0227
             56.0000	           3820.0000	              0.9127
             57.0000	           3238.0000	              0.7737
             58.0000	           3254.0000	              0.7775
             59.0000	           3008.0000	              0.7187
             60.0000	           2909.0000	              0.6951
             61.0000	           2667.0000	              0.6373
             62.0000	           2427.0000	              0.5799
             63.0000	           2271.0000	              0.5426
             64.0000	           2204.0000	              0.5266
             65.0000	           2187.0000	              0.5226
             66.0000	           1944.0000	              0.4645
             67.0000	           1652.0000	              0.3947
             68.0000	           1674.0000	              0.4000
             69.0000	           1504.0000	              0.3594
             70.0000	           1470.0000	              0.3512
             71.0000	           1505.0000	              0.3596
             72.0000	           1491.0000	              0.3563
             73.0000	           1387.0000	              0.3314
             74.0000	           1380.0000	              0.3297
             75.0000	           1470.0000	              0.3512
             76.0000	           1060.0000	              0.2533
             77.0000	           1003.0000	              0.2397
             78.0000	            859.0000	              0.2052
             79.0000	            662.0000	              0.1582
             80.0000	            476.0000	              0.1137
             81.0000	            403.0000	              0.0963
             82.0000	            437.0000	              0.1044
             83.0000	            429.0000	              0.1025
             84.0000	            437.0000	              0.1044
             85.0000	            515.0000	              0.1231
             86.0000	            402.0000	              0.0961
             87.0000	            450.0000	              0.1075
             88.0000	            412.0000	              0.0984
             89.0000	            366.0000	              0.0875
             90.0000	            338.0000	              0.0808
             91.0000	            343.0000	              0.0820
             92.0000	            379.0000	              0.0906
             93.0000	            360.0000	              0.0860
             94.0000	            316.0000	              0.0755
             95.0000	            291.0000	              0.0695
             96.0000	            234.0000	              0.0559
             97.0000	            283.0000	              0.0676
             98.0000	            255.0000	              0.0609
             99.0000	            210.0000	              0.0502
            100.0000	            182.0000	              0.0435
            101.0000	            178.0000	              0.0425
            102.0000	            171.0000	              0.0409
            103.0000	            152.0000	              0.0363
            104.0000	            144.0000	              0.0344
            105.0000	            133.0000	              0.0318
            106.0000	            109.0000	              0.0260
            107.0000	             99.0000	              0.0237
            108.0000	            128.0000	              0.0306
            109.0000	             90.0000	              0.0215
            110.0000	            110.0000	              0.0263
            111.0000	            124.0000	              0.0296
            112.0000	            158.0000	              0.0378
            113.0000	             93.0000	              0.0222
            114.0000	             42.0000	              0.0100
            115.0000	             33.0000	              0.0079
            116.0000	             21.0000	              0.0050
            117.0000	             18.0000	              0.0043
            118.0000	             16.0000	              0.0038
            119.0000	             11.0000	              0.0026
            120.0000	             10.0000	              0.0024
            121.0000	              8.0000	              0.0019
            122.0000	             10.0000	              0.0024
            123.0000	              5.0000	              0.0012
            124.0000	              6.0000	              0.0014
            125.0000	              8.0000	              0.0019
            126.0000	              9.0000	              0.0022
            127.0000	              1.0000	              0.0002
            128.0000	              2.0000	              0.0005
            129.0000	              1.0000	              0.0002
            130.0000	              1.0000	              0.0002
            131.0000	              2.0000	              0.0005
            132.0000	              1.0000	              0.0002
            133.0000	              3.0000	              0.0007
            134.0000	              2.0000	              0.0005
            135.0000	              1.0000	              0.0002
            138.0000	              1.0000	              0.0002
            142.0000	              2.0000	              0.0005
            144.0000	              2.0000	              0.0005
            149.0000	              1.0000	              0.0002
            154.0000	              1.0000	              0.0002
            159.0000	              1.0000	              0.0002
                   .	           6669.0000	              1.5935
