<tab:stat_year_firstlast>
              2.0223	              2.6055
              1.9763	              0.1304
           7175.0742	           7158.9158
              0.7131	              3.7395
              1.6239	              9.6359
              0.2290	              0.5686
              1.4403	              1.4945
              1.9792	              0.1314
           7204.2790	           7401.9585
              0.6818	              3.8836
              1.0095	              5.8613
              4.8263	              4.3869
              1.9624	              0.1244
           7034.3481	           5845.9199
              0.8640	              2.9429
              4.5849	             19.0825
              8.2861	              6.0671
              1.9634	              0.0990
           6976.0779	           5343.9960
              0.9370	              2.4355
              8.5681	             25.4091
             78.2205	             79.3220
           7115.1439	           7640.1744
              0.8321	              4.4234
            132.0173	            950.8918
