<tab:stat_year_first_cns>
              1.3518	              0.8181
              1.0000	              0.0000
           7674.8118	           7037.2096
              1.1821	              2.3992
              1.4863	              3.0559
              0.1392	              0.3900
              1.1591	              0.5132
              1.0000	              0.0000
           7907.9679	           7200.8390
              1.2157	              2.4752
              1.3626	              2.8155
              2.7090	              1.1939
              1.0000	              0.0000
           6032.4485	           5480.8394
              0.9454	              1.7559
              2.3579	              4.2918
              4.0461	              1.4205
              1.0000	              0.0000
           5584.3266	           4698.7151
              0.8339	              1.3366
              3.1476	              4.5193
             27.6212	             29.1551
           4439.5510	           5825.5034
              0.6402	              1.0867
             63.1262	            338.5776
