id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2064816004,114,"The Radiation Belts, Natural and Artificial",1963-10-18,FALSE,98,journal-article,17799472,1,A5034319363,C. E. McIlwain,"University of California at San Diego, La Jolla","University of California, San Diego",I36258959,1
W2008766367,41,"IN VITRO GROWTH AND MULTIPLICATION OF THE MALARIA PARASITE, PLASMODIUM KNOWLESI",1945-05-25,FALSE,51,journal-article,17799502,1,A5059098438,Eric G. Ball,"Department of Biological Chemistry, Harvard Medical School, and the Department of Comparative Pathology and Tropical Medicine, Harvard School of Public Health and Harvard Medical School, Boston.",Harvard University,I136199984,1
W2008766367,41,"IN VITRO GROWTH AND MULTIPLICATION OF THE MALARIA PARASITE, PLASMODIUM KNOWLESI",1945-05-25,FALSE,51,journal-article,17799502,2,A5033735898,Christian B. Anfinsen,"Department of Biological Chemistry, Harvard Medical School, and the Department of Comparative Pathology and Tropical Medicine, Harvard School of Public Health and Harvard Medical School, Boston.",Harvard University,I136199984,1
W2008766367,41,"IN VITRO GROWTH AND MULTIPLICATION OF THE MALARIA PARASITE, PLASMODIUM KNOWLESI",1945-05-25,FALSE,51,journal-article,17799502,3,A5066681876,Quentin M. Geiman,"Department of Biological Chemistry, Harvard Medical School, and the Department of Comparative Pathology and Tropical Medicine, Harvard School of Public Health and Harvard Medical School, Boston.",Harvard University,I136199984,1
W2008766367,41,"IN VITRO GROWTH AND MULTIPLICATION OF THE MALARIA PARASITE, PLASMODIUM KNOWLESI",1945-05-25,FALSE,51,journal-article,17799502,4,A5044350328,Ralph W. McKee,"Department of Biological Chemistry, Harvard Medical School, and the Department of Comparative Pathology and Tropical Medicine, Harvard School of Public Health and Harvard Medical School, Boston.",Harvard University,I136199984,1
W2008766367,41,"IN VITRO GROWTH AND MULTIPLICATION OF THE MALARIA PARASITE, PLASMODIUM KNOWLESI",1945-05-25,FALSE,51,journal-article,17799502,5,A5028911411,Richard A. Ormsbee,"Department of Biological Chemistry, Harvard Medical School, and the Department of Comparative Pathology and Tropical Medicine, Harvard School of Public Health and Harvard Medical School, Boston.",Harvard University,I136199984,1
W2053404792,90,Stress Differences and the Reference Ellipsoid,1963-10-18,FALSE,51,journal-article,17799480,1,A5002441104,Allan Cox,"U.S. Geological Survey, Menlo Park, California.",United States Geological Survey,I1286329397,1
W2053404792,90,Stress Differences and the Reference Ellipsoid,1963-10-18,FALSE,51,journal-article,17799480,2,A5023337861,Richard R. Doell,"U.S. Geological Survey, Menlo Park, California.",United States Geological Survey,I1286329397,1
W2053404792,90,Stress Differences and the Reference Ellipsoid,1963-10-18,FALSE,51,journal-article,17799480,3,A5090946970,G. Brent Dalrymple,"U.S. Geological Survey, Menlo Park, California.",United States Geological Survey,I1286329397,1
W2035879922,0,Distribution of Free Amino Acids in Mouse Epidermis in Various Phases of Growth as Determined by Paper Partition Chromatography,1949-01-07,FALSE,32,journal-article,17799514,1,A5015505305,E. A. H. Roberts,"Department of Anatomy, Washington University School of Medicine, St. Louis, and Department of Pathology, University of Rochester School of Medicine and Dentistry",University of Rochester,I5388228,1
W2035879922,0,Distribution of Free Amino Acids in Mouse Epidermis in Various Phases of Growth as Determined by Paper Partition Chromatography,1949-01-07,FALSE,32,journal-article,17799514,2,A5054697660,Garson H. Tishkoff,"Department of Anatomy, Washington University School of Medicine, St. Louis, and Department of Pathology, University of Rochester School of Medicine and Dentistry",University of Rochester,I5388228,1
W2012832912,62,Simazine: Degradation by Soil Microorganisms,1963-10-18,FALSE,27,journal-article,17799483,1,A5075002491,Donald D. Kaufman,"Crops Research Division, U.S. Agricultural Research Service, Beltsville, Maryland",United States Department of Agriculture,I1336096307,1
W2012832912,62,Simazine: Degradation by Soil Microorganisms,1963-10-18,FALSE,27,journal-article,17799483,1,A5075002491,Donald D. Kaufman,"Crops Research Division, U.S. Agricultural Research Service, Beltsville, Maryland",Agricultural Research Service,I1312222531,2
W2012832912,62,Simazine: Degradation by Soil Microorganisms,1963-10-18,FALSE,27,journal-article,17799483,2,A5050650642,Philip C. Kearney,"Crops Research Division, U.S. Agricultural Research Service, Beltsville, Maryland",United States Department of Agriculture,I1336096307,1
