<tab:N_samp>
          37309.0000	           7032.0000
           7023.0000	           2349.0000
            357.0000	            165.0000
           1521.0000	            112.0000
          11969.0000	           1003.0000
           2979.0000	            683.0000
          18606.0000	           5373.0000
           7638.0000	           2520.0000
            224.0000	            123.0000
         231478.0000	          77683.0000
         102530.0000	          58773.0000
           7844.0000	           5840.0000
