PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	HOLDEN, C				HOLDEN, C			NEW GENOME CENTERS	SCIENCE			English	Editorial Material																			0	0	0	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 15	1991	251	4995					742	743						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EX575	17775445				2022-12-28	WOS:A1991EX57500026
J	HOLDEN, C				HOLDEN, C			SMOOTH RIDE FOR NOMINEE	SCIENCE			English	Editorial Material																			0	0	0	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 15	1991	251	4995					742	742						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EX575	17775445				2022-12-28	WOS:A1991EX57500025
J	HOLDEN, C				HOLDEN, C			SOCIAL-SCIENTISTS GET A MAN AT OSTP ... AND AN NSF DIRECTORATE	SCIENCE			English	Editorial Material																			0	0	0	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 15	1991	251	4995					742	743						2	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	EX575	17775445				2022-12-28	WOS:A1991EX57500024
J	HOLDEN, C				HOLDEN, C			RIGHT HANDERS LIVE LONGER	SCIENCE			English	Editorial Material																			0	0	0	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 15	1991	251	4995					742	742						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EX575	17775445				2022-12-28	WOS:A1991EX57500022
J	HOLDEN, C				HOLDEN, C			JUGGLING ROBOT	SCIENCE			English	Editorial Material																			0	0	0	0	2	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	FEB 15	1991	251	4995					742	742						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EX575	17775445				2022-12-28	WOS:A1991EX57500023
J	HOLDEN, C				HOLDEN, C			SUPER NETWORK AUTHORIZED	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	DEC 6	1991	254	5037					1459	1459						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GT903	17773294				2022-12-28	WOS:A1991GT90300024
J	HOLDEN, C				HOLDEN, C			POLIO VACCINE RULING	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 29	1991	254	5036					1290	1290						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GR777	17773582				2022-12-28	WOS:A1991GR77700018
J	HOLDEN, C				HOLDEN, C			INDIGO FOR COMPUTER-GRAPHICS BLUES	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 30	1991	253	5023					965	965						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GC982	17775330				2022-12-28	WOS:A1991GC98200024
J	HAMILTON, DP				HAMILTON, DP			NASAS HOUSE IS FALLING DOWN	SCIENCE			English	Editorial Material																		1990, GAONSIAD9134 US GEN	1	0	0	0	0	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	JAN 25	1991	251	4992					376	376						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EU504	17775092				2022-12-28	WOS:A1991EU50400021
J	HOLDEN, C				HOLDEN, C			APA BOYCOTTS DOD	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 30	1991	253	5023					965	965						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GC982	17775330				2022-12-28	WOS:A1991GC98200022
J	HOLDEN, C				HOLDEN, C			PASSION-POP	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	AUG 30	1991	253	5023					965	965						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GC982	17775330				2022-12-28	WOS:A1991GC98200021
J	HOLDEN, C				HOLDEN, C			ANTI-PANIC CAMPAIGN	SCIENCE			English	Editorial Material																			0	0	0	0	1	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science	NOV 29	1991	254	5036					1290	1290						1	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	GR777	17773582				2022-12-28	WOS:A1991GR77700017
