pmid,year
9428510,1997
9428527,1997
9428526,1997
9428525,1997
9428524,1997
9428523,1997
9428522,1997
9428521,1997
9428520,1997
9428519,1997
9428518,1997
9428517,1997
9428516,1997
9428515,1997
9428514,1997
9428513,1997
9428512,1997
9428511,1997
9428509,1997
9428508,1997
9428507,1997
9413985,1997
9413994,1997
9413993,1997
9413992,1997
9413991,1997
9413990,1997
9413989,1997
9413988,1997
9413987,1997
9413986,1997
9413984,1997
9413982,1997
9413981,1997
9413980,1997
9413979,1997
9393853,1997
9393863,1997
9393862,1997
9393861,1997
9393860,1997
9393859,1997
9393858,1997
9393857,1997
9393856,1997
9393855,1997
9393854,1997
9393852,1997
9393851,1997
9393850,1997
9393849,1997
9393848,1997
9393847,1997
9390563,1997
9390562,1997
9390561,1997
9390560,1997
9390559,1997
9390558,1997
9390557,1997
9390556,1997
9390555,1997
9390554,1997
9390553,1997
9390552,1997
9390551,1997
9390550,1997
9390549,1997
9363937,1997
9363950,1997
9363949,1997
9363948,1997
9363947,1997
9363946,1997
9363945,1997
9363944,1997
9363943,1997
9363942,1997
9363941,1997
9363940,1997
9363938,1997
9363936,1997
9346245,1997
9346244,1997
9346243,1997
9346242,1997
9346241,1997
9346240,1997
9346239,1997
9346238,1997
9346237,1997
9346236,1997
9346235,1997
9346234,1997
9346233,1997
9346232,1997
9346231,1997
9335341,1997
9335342,1997
9335340,1997
9335339,1997
9335338,1997
9335337,1997
9335336,1997
9335335,1997
9335334,1997
9335333,1997
9335332,1997
9335330,1997
9335329,1997
9335328,1997
9335327,1997
9323142,1997
9323141,1997
9323140,1997
9323139,1997
9323138,1997
9323137,1997
9323136,1997
9323135,1997
9323134,1997
9323133,1997
9323132,1997
9323131,1997
9323130,1997
9323129,1997
9323128,1997
9323127,1997
9323126,1997
9323125,1997
9323124,1997
9323123,1997
9298907,1997
9298906,1997
9298905,1997
9298904,1997
9298903,1997
9298902,1997
9298901,1997
9298900,1997
9298899,1997
9298898,1997
9298897,1997
9298896,1997
9298895,1997
9298894,1997
9298893,1997
9298892,1997
9288759,1997
9288758,1997
9288757,1997
9288756,1997
9288755,1997
9288754,1997
9288753,1997
9288752,1997
9288751,1997
9288750,1997
9288749,1997
9288748,1997
9288747,1997
9288746,1997
9288745,1997
9288744,1997
9288743,1997
9288742,1997
9288741,1997
9288740,1997
9288739,1997
9288738,1997
9288737,1997
9267036,1997
9267035,1997
9267034,1997
9267033,1997
9267032,1997
9267031,1997
9267030,1997
9267029,1997
9267028,1997
9267027,1997
9267026,1997
9267025,1997
9267024,1997
9267023,1997
9267022,1997
9267021,1997
9267019,1997
9267018,1997
9267017,1997
9244310,1997
9244309,1997
9244308,1997
9244307,1997
9244306,1997
9244305,1997
9244304,1997
9244303,1997
9244302,1997
9244301,1997
9244300,1997
9244299,1997
9244298,1997
9244297,1997
9244296,1997
9244295,1997
9244293,1997
9244292,1997
9244291,1997
9230313,1997
9230312,1997
9230311,1997
9230310,1997
9230309,1997
9230308,1997
9230307,1997
9230306,1997
9230305,1997
9230304,1997
9230303,1997
9230302,1997
9230301,1997
9230300,1997
9230299,1997
9230298,1997
9230297,1997
9230296,1997
9230295,1997
9215639,1997
9215638,1997
9215637,1997
9215636,1997
9215635,1997
9215634,1997
9215633,1997
9215632,1997
9215631,1997
9215630,1997
9215629,1997
9215628,1997
9215627,1997
9215626,1997
9215625,1997
9215624,1997
9215623,1997
9215622,1997
9215621,1997
9215620,1997
9215619,1997
9200616,1997
9200615,1997
9200614,1997
9200613,1997
9200612,1997
9200611,1997
9200610,1997
9200609,1997
9200608,1997
9200607,1997
9200606,1997
9200605,1997
9200604,1997
9200603,1997
9200602,1997
9200601,1997
9200600,1997
9200599,1997
9182769,1997
9182768,1997
9182767,1997
9182766,1997
9182765,1997
9182764,1997
9182763,1997
9182762,1997
9182761,1997
9182760,1997
9182759,1997
9182758,1997
9182757,1997
9182756,1997
9182755,1997
9182754,1997
9182753,1997
9182752,1997
9160756,1997
9160755,1997
9160754,1997
9160753,1997
9160752,1997
9160751,1997
9160750,1997
9160749,1997
9160748,1997
9160747,1997
9160746,1997
9160745,1997
9160744,1997
9160743,1997
9160742,1997
9160741,1997
9160740,1997
9160739,1997
9150147,1997
9150146,1997
9150145,1997
9150144,1997
9150143,1997
9150142,1997
9150141,1997
9150140,1997
9150139,1997
9150138,1997
9150137,1997
9150136,1997
9150135,1997
9150134,1997
9150133,1997
9150132,1997
9150131,1997
9150130,1997
9108485,1997
9108484,1997
9108483,1997
9108482,1997
9108481,1997
9108480,1997
9108479,1997
9108478,1997
9108477,1997
9108476,1997
9108475,1997
9108474,1997
9108473,1997
9108472,1997
9108471,1997
9108470,1997
9108469,1997
9094723,1997
9094722,1997
9094721,1997
9094720,1997
9094719,1997
9094718,1997
9094717,1997
9094716,1997
9094715,1997
9094714,1997
9094713,1997
9094712,1997
9094711,1997
9094710,1997
9094709,1997
9094708,1997
9094707,1997
9094706,1997
9118230,1997
9118229,1997
9118228,1997
9118227,1997
9118226,1997
9118225,1997
9118224,1997
9118223,1997
9118222,1997
9118221,1997
9118220,1997
9118219,1997
9118218,1997
9118216,1997
9118215,1997
9118214,1997
9118213,1997
9118212,1997
9054511,1997
9054510,1997
9054509,1997
9054508,1997
9054507,1997
9054506,1997
9054505,1997
9054504,1997
9054503,1997
9054502,1997
9054501,1997
9054500,1997
9054499,1997
9054498,1997
9054497,1997
9054496,1997
9054495,1997
9038347,1997
9038346,1997
9038345,1997
9038344,1997
9038343,1997
9038342,1997
9038341,1997
9038340,1997
9038339,1997
9038338,1997
9038337,1997
9038336,1997
9038335,1997
9038334,1997
9038333,1997
9038332,1997
9039268,1997
9039267,1997
9039266,1997
9039265,1997
9039264,1997
9039263,1997
9039262,1997
9039261,1997
9039260,1997
9039259,1997
9039258,1997
9039257,1997
9039256,1997
9039255,1997
9008168,1997
9008167,1997
9008166,1997
9008165,1997
9008164,1997
9008163,1997
9008162,1997
9008161,1997
9008160,1997
9008159,1997
9008158,1997
9008157,1997
9008156,1997
9008155,1997
9008154,1997
9019411,1997
9019409,1997
9019408,1997
9019407,1997
9019406,1997
9019405,1997
9019404,1997
9019403,1997
9019402,1997
9019401,1997
9019400,1997
9019399,1997
9019398,1997
9019397,1997
9019396,1997
9019395,1997
